2MaxReturn,2PolicyExecTime,2MinReturn,2Entropy,1PolicyExecTime,1Entropy,0Perplexity,dLoss,ComputeUpdatedDistTime,1MinReturn,0ProcessExecTime,LossBefore,2EnvExecTime,0StdReturn,1MaxReturn,1EnvExecTime,0ExplainedVariance,Time,2Perplexity,1AveragePolicyStd,1StdReturn,2ProcessExecTime,1AverageReturn,1ProcessExecTime,1NumTrajs,LossAfter,0MaxReturn,0AverageReturn,2ExplainedVariance,2AverageReturn,MeanKLBefore,2NumTrajs,2AveragePolicyStd,0PolicyExecTime,0EnvExecTime,0MinReturn,1Perplexity,0NumTrajs,0AveragePolicyStd,1ExplainedVariance,ItrTime,MeanKL,2StdReturn,0Entropy
2800.0,45.85229825973511,0.0,2.83649,45.960681676864624,2.83452,17.0795,-1.16415321827e-09,0.10784053802490234,0.0,1.0282862186431885,-0.00301221269183,28.06817364692688,459.047927781,2700.0,26.964751720428467,0.134944978427,2086.034101963043,17.0558,0.998333,597.984897385,1.0127003192901611,243.75,0.9492473602294922,1600,-0.00301221152768,2700.0,155.0,0.19851841077,263.25,0.021167203784,1600,0.999362,31.34124183654785,27.274797439575195,0.0,17.0222,1600,1.0,0.152193162386,216.97445440292358,0.0211672056466,619.707138494,2.83788
2800.0,44.614200830459595,0.0,2.84077,46.17212700843811,2.83316,17.0795,9.31322574615e-10,0.10381603240966797,0.0,1.020589828491211,-0.00438454840332,27.70374345779419,453.346751774,2900.0,26.897825956344604,0.105623692002,2304.5294258594513,17.1289,0.997668,619.938996495,0.9914155006408691,253.625,0.9581880569458008,1600,-0.00438454933465,2700.0,151.3125,0.191296069664,307.4375,0.0207514930516,1600,1.00146,31.031225442886353,26.952157258987427,0.0,16.9991,1600,1.0,0.172411940962,214.89511060714722,0.0207515023649,666.0243491,2.83788
2900.0,40.44739294052124,0.0,2.84317,44.2608847618103,2.8343,17.0795,4.65661287308e-10,0.10880470275878906,0.0,1.0127601623535156,-0.00460362434387,26.314152717590332,419.35843857,2800.0,26.517706871032715,0.0921395862433,2513.948752641678,17.1702,0.998234,571.567895683,0.9314756393432617,219.625,0.9350717067718506,1600,-0.00460362480953,2500.0,126.0,0.201187256565,281.125,0.0172129459679,1600,1.00266,30.73374605178833,27.074742794036865,0.0,17.0184,1600,1.0,0.139705087411,206.55234003067017,0.01721294038,631.223996989,2.83788
2900.0,37.172327756881714,0.0,2.8457,41.58047604560852,2.83199,17.0795,-2.32830643654e-10,0.10580563545227051,0.0,0.9814403057098389,-0.00126302987337,25.39843511581421,460.298815988,2700.0,25.71267533302307,0.109840257175,2713.041142463684,17.2136,0.997066,573.893333812,0.8971529006958008,236.4375,0.9015398025512695,1600,-0.00126302964054,2500.0,160.0,0.361751694844,422.25,0.271194607019,1600,1.00396,28.395315170288086,26.285146951675415,0.0,16.9792,1600,1.0,0.131661367084,195.54423356056213,0.271194636822,775.478844005,2.83788
2700.0,35.266448736190796,0.0,2.8349,38.223204135894775,2.82975,17.0795,0.0,0.1175835132598877,0.0,0.9518156051635742,-0.010851549916,25.198543071746826,455.415178024,2700.0,24.849000215530396,0.113914321916,2900.9230959415436,17.0287,0.995959,590.027065057,0.8984031677246094,229.25,0.8736572265625,1600,-0.010851549916,2800.0,155.875,0.204620036004,249.0,0.0937625467777,1600,0.998544,25.780510425567627,25.383673429489136,0.0,16.9412,1600,1.0,0.139204106764,185.27066802978516,0.0937625542283,588.248671907,2.83788
2800.0,31.737287282943726,0.0,2.84619,34.107526779174805,2.84114,17.0795,-1.86264514923e-09,0.1561756134033203,0.0,0.9005491733551025,0.00506980158389,23.876049757003784,421.672247575,2700.0,23.46166753768921,0.0850447785631,3074.056279182434,17.2221,1.00165,619.627531138,0.8283083438873291,259.3125,0.8249921798706055,1600,0.00506980344653,2900.0,136.125,0.167005501216,173.375,0.521780848503,1600,1.00435,22.10195255279541,24.138568878173828,0.0,17.1352,1600,1.0,0.155417059024,169.77125668525696,0.521780848503,511.826249205,2.83788
3000.0,30.835928916931152,0.0,2.83333,33.62577247619629,2.82968,17.0795,4.65661287308e-10,0.42925453186035156,0.0,0.8410532474517822,-0.00389474956319,23.187259197235107,427.319973059,2800.0,23.54046893119812,0.0944295053028,3243.2816638946533,17.0021,0.995923,633.064591763,0.7875680923461914,271.3125,0.8142359256744385,1600,-0.00389475002885,2800.0,138.375,0.215853721546,198.625,0.0977216809988,1600,0.997782,21.085901975631714,23.462552785873413,0.0,16.9401,1600,1.0,0.181313613907,166.0691909790039,0.0977216959,537.143471872,2.83788
2800.0,30.622751235961914,0.0,2.82641,32.77343010902405,2.83894,17.0795,-4.65661287308e-10,0.0962076187133789,0.0,0.8193755149841309,-0.00496722850949,23.248490571975708,406.540160801,2800.0,22.911476850509644,0.0855927897924,3408.742624282837,16.8847,1.00054,662.079477385,0.790273904800415,299.125,0.7890028953552246,1600,-0.00496722804382,2700.0,130.3125,0.131948928163,240.9375,0.429389506578,1600,0.994479,20.527971506118774,23.00798463821411,0.0,17.0976,1600,1.0,0.209483332205,163.07163667678833,0.429389506578,592.446513277,2.83788
2900.0,30.89313840866089,0.0,2.84189,33.38971400260925,2.83273,17.0795,-1.39698386192e-09,0.10374927520751953,0.0,0.8164896965026855,-0.00287101091817,23.311232566833496,430.523500375,2800.0,23.225945949554443,0.0943961555584,3576.3471603393555,17.1482,0.997446,635.725959902,0.793501615524292,270.0625,0.802558422088623,1600,-0.00287100952119,2600.0,142.125,0.242601248542,318.9375,0.0457449927926,1600,1.00202,20.742634057998657,23.109995126724243,0.0,16.9917,1600,1.0,0.16841531165,164.6943552494049,0.045744959265,698.899220985,2.83788
2900.0,31.07292151451111,0.0,2.84539,32.9694619178772,2.83565,17.0795,0.0,0.09388446807861328,0.0,0.820704460144043,0.00593645730987,23.452582120895386,430.953661771,2900.0,23.093210697174072,0.0907120743525,3743.29465842247,17.2083,0.998888,625.312268866,0.804328441619873,275.4375,0.7927055358886719,1600,0.00593645730987,2400.0,140.4375,0.28105521267,395.8125,0.0700387507677,1600,1.00377,20.59743070602417,23.11599850654602,0.0,17.0414,1600,1.0,0.165646140461,164.2288203239441,0.0700387507677,745.998468392,2.83788
2900.0,31.52719473838806,0.0,2.84227,33.03715443611145,2.8407,17.0795,-9.31322574615e-10,0.14196038246154785,0.0,0.8386225700378418,-0.0118898823857,23.186588525772095,434.70385034,2800.0,23.331599473953247,0.0897708900034,3911.8434216976166,17.1547,1.00142,622.661798125,0.8029472827911377,252.1875,0.8176102638244629,1600,-0.0118898814544,2600.0,140.25,0.280707637634,193.0625,0.200418516994,1600,1.00222,21.14546251296997,23.440622806549072,0.0,17.1277,1600,1.0,0.166550418509,165.76112389564514,0.200418516994,533.322717586,2.83788
2900.0,36.19533157348633,0.0,2.83321,32.218454122543335,2.83517,17.0795,1.39698386192e-09,0.11893296241760254,0.0,0.830298900604248,-0.00473874667659,24.976680517196655,407.713115285,2800.0,23.793259382247925,0.0764482505885,4085.756880044937,17.0,0.99865,624.394506702,0.8684558868408203,262.0,0.8191003799438477,1600,-0.00473874807358,2500.0,126.125,0.207354337892,297.625,0.0506744198501,1600,0.997682,20.609721899032593,23.101421356201172,0.0,17.0333,1600,1.0,0.165696528884,171.22562408447266,0.0506744161248,665.465520801,2.83788
2900.0,36.595489740371704,0.0,2.83797,34.75258016586304,2.83181,17.0795,9.31322574615e-10,0.10570430755615234,0.0,0.8728456497192383,-0.00276521896012,24.97824192047119,396.692871596,2600.0,24.773311614990234,0.0796190271913,4266.9814031124115,17.0811,0.996981,561.948841088,0.872295618057251,226.0,0.8603167533874512,1600,-0.00276521989144,2500.0,123.125,0.18549791546,267.75,0.0219230223447,1600,1.00006,22.571590423583984,24.401169538497925,0.0,16.9762,1600,1.0,0.139669631154,178.3921377658844,0.0219229888171,615.394131837,2.83788
2900.0,37.05765986442566,0.0,2.8445,34.81128191947937,2.83384,17.0795,-4.65661287308e-10,0.11449456214904785,0.0,0.910942554473877,-0.00480588991195,24.64890480041504,413.515185445,2700.0,24.551496982574463,0.110432657861,4450.25506567955,17.193,0.997988,604.778833542,0.8808104991912842,260.25,0.8641722202301025,1600,-0.00480588944629,2700.0,129.5625,0.249164904386,362.5,0.0536257252097,1600,1.00333,23.44182562828064,24.722717761993408,0.0,17.0106,1600,1.0,0.160401661669,180.09828758239746,0.0536257363856,734.306645755,2.83788
2600.0,37.44051265716553,0.0,2.8388,36.12816786766052,2.83663,17.0795,1.39698386192e-09,0.09676194190979004,0.0,0.8905003070831299,-0.00566659867764,24.671390056610107,426.888776315,2800.0,24.55161738395691,0.0998207672874,4634.863681554794,17.0952,0.999382,658.918989235,0.8655579090118408,292.875,0.8615243434906006,1600,-0.00566660007462,2600.0,133.3125,0.162440105699,227.3125,0.154526978731,1600,1.00049,24.091558933258057,24.299443244934082,0.0,17.0581,1600,1.0,0.178467765275,181.60503935813904,0.154527008533,562.336889546,2.83788
2600.0,37.18581223487854,0.0,2.82354,35.6824049949646,2.83054,17.0795,2.79396772385e-09,0.10476231575012207,0.0,0.8947687149047852,-0.0126437637955,24.365283012390137,409.09931557,2700.0,24.51192808151245,0.0850844764921,4825.273175239563,16.8363,0.996344,628.192334699,0.8465955257415771,277.375,0.8565919399261475,1600,-0.0126437665895,2300.0,125.5,0.208754067688,58.625,0.701980412006,1600,0.992981,30.407040119171143,24.488510847091675,0.0,16.9546,1600,1.0,0.176654479734,187.34176445007324,0.701980352402,300.479798614,2.83788
2900.0,37.30078744888306,0.0,2.84804,40.6552197933197,2.84083,17.0795,2.32830643654e-10,0.10033559799194336,0.0,0.8780350685119629,-0.00260251527652,24.328474521636963,461.25616527,2800.0,23.986619472503662,0.113049324796,5012.861618280411,17.2539,1.00149,665.592284994,0.837568998336792,284.8125,0.839489221572876,1600,-0.00260251550935,2500.0,155.5,0.256046901496,298.6875,0.0819608420134,1600,1.0052,23.52112102508545,24.271960496902466,0.0,17.13,1600,1.0,0.196352484956,184.78123331069946,0.0819608345628,654.507087314,2.83788
2800.0,42.97137403488159,0.0,2.84687,34.92938590049744,2.83279,17.0795,9.31322574615e-10,0.09843063354492188,0.0,0.8902587890625,-0.0137663157657,24.44525671005249,435.134457488,2800.0,24.2086341381073,0.110512692096,5200.732777357101,17.2338,0.997474,560.583624449,0.8482997417449951,214.0,0.8479287624359131,1600,-0.013766316697,2700.0,137.9375,0.209803071831,342.4375,0.0629479140043,1600,1.00458,23.410301685333252,24.289081573486328,0.0,16.9927,1600,1.0,0.137360341761,184.90844082832336,0.0629479587078,702.748396365,2.83788
2500.0,37.18267059326172,0.0,2.83209,34.99956798553467,2.82847,17.0795,0.0,0.09687924385070801,0.0,0.8844330310821533,-0.00627820193768,24.75956153869629,436.816390024,2900.0,24.324254274368286,0.0942397303298,5383.488446474075,16.9809,0.995325,669.977973052,0.8604097366333008,295.875,0.8452470302581787,1600,-0.00627820193768,2700.0,140.4375,0.121897305365,157.0,0.311450064182,1600,0.997199,23.57521343231201,24.358306884765625,0.0,16.9196,1600,1.0,0.174973779002,179.79880452156067,0.311450123787,455.110975477,2.83788
2400.0,37.13312911987305,0.0,2.62287,34.693138122558594,2.83062,17.0795,-2.79396772385e-09,0.10869193077087402,0.0,0.8654062747955322,-0.00842493306845,24.70758891105652,438.975863338,2900.0,24.231895923614502,0.0953675874106,5571.6068522930145,13.7752,0.996391,642.871727947,0.8478825092315674,275.5625,0.8431870937347412,1600,-0.00842493027449,2600.0,146.4375,0.107760894126,76.1875,43.3811759949,1600,0.917772,29.752535343170166,24.205521821975708,0.0,16.9559,1600,1.0,0.180325334459,185.02290034294128,43.3811721802,302.967349468,2.83788
2800.0,37.17498207092285,0.0,2.84285,40.81463313102722,2.83299,17.0795,-2.79396772385e-09,0.08991217613220215,0.0,0.8778486251831055,-0.0100462604314,24.696473360061646,445.455135051,2700.0,23.948071002960205,0.09655647189,5759.269795656204,17.1646,0.997565,614.72287646,0.8572258949279785,248.1875,0.8341097831726074,1600,-0.0100462576374,2600.0,143.3125,0.242857142186,299.25,0.0979297608137,1600,1.00252,23.537503480911255,24.338966131210327,0.0,16.9961,1600,1.0,0.156480124998,184.8088948726654,0.0979297533631,659.677525386,2.83788
2700.0,41.230318546295166,0.0,2.83985,36.32167434692383,2.8298,17.0795,-4.65661287308e-10,0.11378049850463867,0.0,0.8843433856964111,-0.00269932905212,24.616146087646484,474.235696773,2700.0,24.149072647094727,0.137966565642,5946.859600543976,17.1132,0.995998,636.333856827,0.8552992343902588,271.3125,0.8410978317260742,1600,-0.00269932858646,2900.0,157.9375,0.149617921709,228.125,0.0424452908337,1600,1.001,23.521442890167236,24.308467626571655,0.0,16.9422,1600,1.0,0.165169112692,184.63344645500183,0.0424452833831,568.294804107,2.83788
2800.0,40.84979963302612,0.0,2.80199,34.616562604904175,2.83393,17.0795,0.0,0.10211372375488281,0.0,0.8873381614685059,-0.00343703012913,24.494539976119995,436.727778306,2700.0,24.306578397750854,0.118309955102,6132.9911279678345,16.4775,0.998036,632.99767661,0.8569271564483643,280.4375,0.8499774932861328,1600,-0.00343703012913,2600.0,140.3125,0.138946559361,217.25,0.696599364281,1600,0.982446,23.609580516815186,24.288503170013428,0.0,17.0121,1600,1.0,0.156984885203,183.60688042640686,0.696599423885,578.577944187,2.83788
2500.0,36.87545347213745,0.0,2.8225,35.21212434768677,2.8301,17.0795,-2.32830643654e-09,0.09821939468383789,0.0,0.8871035575866699,-0.00535845756531,24.414117574691772,434.575542735,2800.0,24.34628176689148,0.102196075842,6316.0101482868195,16.8188,0.99613,698.763346809,0.8578052520751953,327.8125,0.850060224533081,1600,-0.005358455237,2600.0,141.6875,0.111938880157,173.0,0.516854166985,1600,0.992417,24.321939706802368,24.318493366241455,0.0,16.9472,1600,1.0,0.203756562482,179.9983150959015,0.516854166985,474.034281461,2.83788
2700.0,36.95959115028381,0.0,2.7862,38.451284885406494,2.82902,17.0795,-6.98491930962e-10,0.10156536102294922,0.0,0.8707108497619629,-0.00245432322845,24.339524507522583,432.963606294,2800.0,24.06209111213684,0.110204843595,6503.073171615601,16.2192,0.995597,600.320695545,0.846062183380127,242.75,0.8428473472595215,1600,-0.00245432252996,2600.0,136.125,0.337855694143,108.4375,6.64284944534,1600,0.975758,25.61574959754944,24.204180479049683,0.0,16.9288,1600,1.0,0.172907197975,184.26538252830505,6.64284944534,434.436483958,2.83788
2700.0,39.6414155960083,0.0,2.83746,38.06140470504761,2.83274,17.0795,-4.19095158577e-09,0.11255669593811035,0.0,0.881462574005127,-0.00589510286227,24.643462657928467,428.102458348,2900.0,24.02473783493042,0.0974695049106,6690.62137389183,17.0723,0.997447,617.323352137,0.8581888675689697,254.9375,0.8347911834716797,1600,-0.00589509867132,2600.0,136.1875,0.16531131956,234.1875,0.135327979922,1600,0.999849,23.326886892318726,24.368603706359863,0.0,16.992,1600,1.0,0.165144422607,184.6460404396057,0.135328054428,569.166025729,2.83788
2900.0,41.68428993225098,0.0,2.85018,34.790892601013184,2.83493,17.0795,0.0,0.09609174728393555,0.0,0.8903594017028809,-0.0038485089317,24.45272207260132,451.656322433,2800.0,24.201889276504517,0.0949648504546,6877.966131687164,17.291,0.998533,676.195411383,0.8528056144714355,296.875,0.8396439552307129,1600,-0.0038485089317,2600.0,152.5625,0.252606658643,303.0625,0.0676168948412,1600,1.00621,23.412271976470947,24.31248641014099,0.0,17.0292,1600,1.0,0.183010519567,184.4110128879547,0.0676169022918,657.587918908,2.83788
2800.0,37.40924310684204,0.0,2.82721,35.0037145614624,2.83538,17.0795,-3.49245965481e-10,0.11525845527648926,0.0,0.8970386981964111,-0.00133779190946,24.51367497444153,421.989220649,2900.0,24.25840163230896,0.091789631406,7060.724543571472,16.8983,0.998758,549.278073788,0.8560886383056641,213.6875,0.8369584083557129,1600,-0.00133779156022,2800.0,129.6875,0.208596624384,224.75,6.43547964096,1600,0.994804,24.184410095214844,24.41002368927002,0.0,17.0369,1600,1.0,0.143749667919,180.20292901992798,6.43547821045,580.204651395,2.83788
2800.0,37.43814754486084,0.0,2.8455,37.933212757110596,2.83872,17.0795,9.31322574615e-10,0.1115121841430664,0.0,0.8850843906402588,-0.010534404777,24.409010648727417,442.195357704,2900.0,24.017037630081177,0.0833662862378,7248.477774858475,17.2102,1.00044,635.227441428,0.8661789894104004,273.6875,0.8528995513916016,1600,-0.0105344057083,2400.0,142.875,0.152005895083,214.375,0.251682162285,1600,1.00388,26.337142944335938,24.258843421936035,0.0,17.0939,1600,1.0,0.16783713239,185.02771878242493,0.251682162285,552.273355663,2.83788
2900.0,38.911741971969604,0.0,2.84338,38.768606424331665,2.83311,17.0795,-9.31322574615e-10,0.10457992553710938,0.0,0.892017126083374,-0.00580319343135,24.36949396133423,438.251492974,3000.0,24.28010320663452,0.11330074085,7436.554990053177,17.1737,0.997624,652.08499434,0.8541545867919922,281.1875,0.8437979221343994,1600,-0.00580319250003,2600.0,143.0625,0.225385930812,342.0625,0.0252353437245,1600,1.00278,23.552504777908325,24.30382513999939,0.0,16.9982,1600,1.0,0.193466422913,184.9983775615692,0.0252353511751,700.151409406,2.83788
2800.0,41.657862424850464,0.0,2.84013,34.664156913757324,2.83415,17.0795,-9.31322574615e-10,0.11334991455078125,0.0,0.8860316276550293,-0.00508111109957,24.408676147460938,487.71790002,2800.0,24.26812982559204,0.141565127955,7623.575496196747,17.1179,0.998147,609.847304147,0.8484675884246826,245.125,0.8406744003295898,1600,-0.00508111016825,2700.0,162.5,0.197083099501,294.8125,0.0447448827326,1600,1.00113,23.1884765625,24.32526993751526,0.0,17.0159,1600,1.0,0.16152377014,184.0359342098236,0.0447448901832,667.264445212,2.83788
2700.0,37.41601514816284,0.0,2.83377,35.27922081947327,2.83541,17.0795,-9.31322574615e-10,0.10631823539733887,0.0,0.8929696083068848,-0.00600838195533,24.80078363418579,443.756408404,2800.0,24.246508359909058,0.0989975111446,7806.605016946793,17.0095,0.998769,643.264304034,0.8666207790374756,282.1875,0.8428468704223633,1600,-0.006008381024,2800.0,144.5,0.134067993431,225.375,0.316242069006,1600,0.997962,23.80740785598755,24.373932600021362,0.0,17.0373,1600,1.0,0.162054399293,180.2348620891571,0.316242069006,567.863196003,2.83788
2900.0,37.21741700172424,0.0,2.8317,40.411033630371094,2.8365,17.0795,-4.65661287308e-09,0.10679030418395996,0.0,0.893519401550293,-0.0086213471368,24.560276985168457,435.189883126,2900.0,24.119347095489502,0.108577341566,7993.821915149689,16.9742,0.999312,607.864573605,0.8645820617675781,249.1875,0.8440451622009277,1600,-0.00862134248018,2500.0,143.125,0.191387228033,254.25,0.040621753782,1600,0.996931,23.672285556793213,24.42266273498535,0.0,17.0559,1600,1.0,0.14970900514,184.67524027824402,0.0406217575073,605.563322453,2.83788
2800.0,43.217315673828125,0.0,2.83788,34.77015137672424,2.83525,17.0795,-1.39698386192e-09,0.10606837272644043,0.0,0.8873705863952637,-0.00519283814356,23.99397921562195,456.685596855,2800.0,24.2760751247406,0.105962339718,8181.561665773392,17.0796,0.998694,605.667345656,0.837970495223999,244.5625,0.8515663146972656,1600,-0.00519283674657,2600.0,150.875,0.167856061357,269.0625,0.0218568593264,1600,1.00002,23.698426246643066,24.382460355758667,0.0,17.0347,1600,1.0,0.146367285154,184.57230806350708,0.0218568574637,635.461738497,2.83788
2700.0,37.38884091377258,0.0,2.83647,34.950847864151,2.83206,17.0795,0.0,0.10874533653259277,0.0,0.8887853622436523,-0.00541777908802,24.217009782791138,487.411750826,2800.0,24.24091076850891,0.110150692897,8364.98005771637,17.0554,0.997131,650.781729442,0.8503124713897705,276.375,0.8476138114929199,1600,-0.00541777908802,2600.0,172.1875,0.170851133799,254.625,0.0355626866221,1600,0.999311,23.55219864845276,24.417451858520508,0.0,16.9805,1600,1.0,0.187380720487,180.4184377193451,0.0355626903474,598.490692806,2.83788
2500.0,37.117934226989746,0.0,2.83696,35.29737401008606,2.82904,17.0795,-1.39698386192e-09,0.09563422203063965,0.0,0.8974337577819824,-0.00522500090301,24.708659172058105,424.905210017,2800.0,24.178624868392944,0.0838371435128,8552.879750490189,17.0638,0.995607,591.205042556,0.8665316104888916,237.6875,0.8506510257720947,1600,-0.00522499950603,2500.0,141.75,0.195521839144,224.875,0.0440610721707,1600,0.999566,28.611024856567383,24.29133415222168,0.0,16.9292,1600,1.0,0.15131178455,185.0013883113861,0.0440610945225,546.963192889,2.83788
2900.0,35.87538743019104,0.0,2.83248,40.86001920700073,2.83701,17.0795,-2.32830643654e-09,0.09662437438964844,0.0,0.9038527011871338,-0.00200143875554,24.475523233413696,416.64654066,2800.0,24.07016634941101,0.08092113424,8740.835551261902,16.9875,0.99957,534.290472116,0.8632895946502686,198.4375,0.8514742851257324,1600,-0.00200143642724,2700.0,134.8125,0.155632821806,216.0625,0.60513317585,1600,0.997329,23.400770902633667,24.39570689201355,0.0,17.0646,1600,1.0,0.137724252885,185.46160316467285,0.605133235455,561.603281769,2.83788
2600.0,41.028154611587524,0.0,2.83349,34.59499549865723,2.82969,17.0795,0.0,0.10937166213989258,0.0,0.9013938903808594,-0.0142021467909,24.28680992126465,427.371942626,2800.0,24.277409553527832,0.0930233127997,8929.78758597374,17.0046,0.995937,671.941493803,0.8467090129852295,300.9375,0.8609805107116699,1600,-0.0142021467909,2600.0,135.3125,0.136290617408,229.125,0.0985416471958,1600,0.997815,23.356234312057495,24.31098747253418,0.0,16.9402,1600,1.0,0.172800662381,185.84081602096558,0.0985416397452,551.125425266,2.83788
