Entropy,MinReturn,Perplexity,ItrTime,AverageReturn,LossAfter,NumTrajs,AveragePolicyStd,TotalExecTime,ExplainedVariance,StdReturn,Time,MeanKL,MaxKL,LossBefore,MaxReturn
2.57184,0.0,13.0899,4.894773721694946,15.0,-0.0624918,40,0.876188,4.8380584716796875,0.0271502782723,65.3834841531,4.89477276802063,0.380495,14.9027,-0.00719449,400.0
2.56464,0.0,12.996,4.532383441925049,250.0,-0.0447465,40,0.873313,4.479189395904541,0.15431623791,299.165506033,9.42969536781311,0.138626,1.82969,-0.00602007,1200.0
2.56163,0.0,12.957,5.104199171066284,1070.0,-0.0340019,40,0.872432,5.036586284637451,0.35267740765,550.090901579,14.537935733795166,0.0882394,3.99743,0.0018317,2500.0
2.56255,800.0,12.9688,4.637659788131714,1857.5,-0.0785667,40,0.872959,4.594015121459961,0.479976161175,614.364509066,19.18604278564453,0.160159,19.8799,-0.0382315,3400.0
2.54343,0.0,12.7233,4.74548077583313,2710.0,-0.0506006,40,0.864865,4.711879730224609,0.486694367546,1168.9311357,23.938435077667236,0.124141,15.7644,-0.011771,5100.0
2.53755,0.0,12.6486,4.793543338775635,2157.5,-0.031714,40,0.862118,4.748658895492554,0.475507490034,1585.38441711,28.736698627471924,0.0383951,0.623567,-0.00552204,5400.0
2.53479,100.0,12.6138,4.783081293106079,2912.5,-0.0290771,40,0.860683,4.73690390586853,0.509704017808,1110.44754491,33.524476766586304,0.0541647,2.34142,-0.00856541,5300.0
