Perplexity,MinReturn,LossAfter,StdReturn,TotalExecTime,MeanKL,MaxReturn,AveragePolicyStd,Time,MaxKL,ExplainedVariance,AverageReturn,Entropy,NumTrajs,ItrTime,LossBefore
21.7921,0.0,0.0019989,253.525146682,13.008769750595093,0.0101043,1000.0,1.12957,13.117203950881958,2.95007,0.269411987326,135.0,3.08155,20,13.117215633392334,0.00782535
21.9633,0.0,0.00344103,216.794833887,13.508245706558228,0.00841976,800.0,1.134,26.702047109603882,1.75784,0.531434324667,100.0,3.08937,20,13.58003830909729,0.00568022
22.0258,0.0,0.0119269,333.579076082,12.705715656280518,0.0239403,1000.0,1.13561,39.45960187911987,2.53451,0.421144032363,185.0,3.09221,20,12.752716064453125,0.0129137
22.1685,0.0,0.00512668,474.447046571,13.214560508728027,0.00122699,1700.0,1.13929,52.74725031852722,0.0770641,0.434633605742,330.0,3.09867,20,13.282137870788574,0.00706852
22.2469,0.0,-0.0124281,378.681924575,12.318364381790161,0.00766776,1700.0,1.1413,65.1484386920929,0.376727,0.367371776756,160.0,3.1022,20,12.395660638809204,-0.00927241
22.144,0.0,-0.00605841,313.687742827,13.537750005722046,0.00305956,1100.0,1.13865,78.75706934928894,0.166405,0.315631630936,140.0,3.09757,20,13.601603507995605,-0.00342495
22.1062,0.0,0.013573,503.463007579,12.46289849281311,0.00355998,1700.0,1.13768,91.28959131240845,0.450673,0.41926038437,245.0,3.09586,20,12.51664924621582,0.016758
