AverageReturn,LossAfter,MaxKL,MinReturn,ExplainedVariance,LossBefore,NumTrajs,AveragePolicyStd,StdReturn,Entropy,Perplexity,MeanKL,MaxReturn,ItrTime,TotalExecTime,Time
0.0,-0.0,0.0,0.0,1,-0.0,20,0.935103,0.0,2.7007,14.8902,0.0,0.0,10.798748016357422,10.702611446380615,10.798743486404419
0.0,-0.0,0.0,0.0,1,-0.0,20,0.935103,0.0,2.7007,14.8902,0.0,0.0,10.691128730773926,10.620996475219727,21.497556686401367
0.0,-0.0,0.0,0.0,1,-0.0,20,0.935103,0.0,2.7007,14.8902,0.0,0.0,10.685892581939697,10.634047746658325,32.1934380531311
0.0,-0.0,0.0,0.0,1,-0.0,20,0.935103,0.0,2.7007,14.8902,0.0,0.0,10.881827592849731,10.77435827255249,43.08065700531006
0.0,-0.0,0.0,0.0,1,-0.0,20,0.935103,0.0,2.7007,14.8902,0.0,0.0,10.453871965408325,10.401958465576172,53.54128646850586
0.0,-0.0,0.0,0.0,1,-0.0,20,0.935103,0.0,2.7007,14.8902,0.0,0.0,10.1072518825531,10.06690764427185,63.664931297302246
0.0,-0.0,0.0,0.0,1,-0.0,20,0.935103,0.0,2.7007,14.8902,0.0,0.0,10.47097396850586,10.423405408859253,74.14195275306702
