MeanKL,MaxKL,ExplainedVariance,Entropy,LossBefore,MaxReturn,StdReturn,MinReturn,Time,AveragePolicyStd,NumTrajs,Perplexity,TotalExecTime,LossAfter,AverageReturn,ItrTime
0.866723,2.79573,0.731854676641,2.69307,-0.00411942,21700.0,2368.43302629,11600.0,11.968952894210815,0.930467,20,14.777,11.842604398727417,-0.0958691,15905.0,11.968960762023926
0.356014,2.3693,0.743103821901,2.68895,-0.0104824,21200.0,2419.31808574,12100.0,24.13866090774536,0.928567,20,14.7163,11.984471082687378,-0.0825539,15470.0,12.162564039230347
0.0294204,0.351206,0.988367047082,2.68371,-0.00634863,22000.0,488.134202858,20500.0,35.99910259246826,0.926,20,14.6393,11.692440748214722,-0.0142744,21435.0,11.857284784317017
0.0848256,0.974173,0.983503695592,2.68054,-0.00964667,22200.0,549.977272258,20300.0,47.58574867248535,0.924514,20,14.5929,11.508614778518677,-0.0259783,21505.0,11.576617956161499
0.0350209,0.334862,0.987033993486,2.67571,-0.0143817,22200.0,532.916503779,20500.0,58.95771861076355,0.922319,20,14.5227,11.28477931022644,-0.0256806,21400.0,11.360267400741577
0.0182568,0.287972,0.988134002179,2.66852,0.0140138,22100.0,479.035489291,19900.0,70.87919282913208,0.919123,20,14.4187,11.803376197814941,0.0058574,21595.0,11.909769296646118
0.0460963,0.517513,0.991836939065,2.67553,0.00606038,22000.0,320.156211872,21000.0,83.40038824081421,0.922439,20,14.5201,12.419020175933838,-0.0090698,21550.0,12.509884595870972
