AveragePolicyStd,MinReturn,Time,TotalExecTime,MeanKL,AverageReturn,Entropy,MaxKL,LossAfter,NumTrajs,MaxReturn,ExplainedVariance,Perplexity,ItrTime,LossBefore,StdReturn
0.87453,6400.0,9.020759344100952,8.908047914505005,0.855667,11290.0,2.56857,1.83877,-0.137768,20,15800.0,0.52570890216,13.0471,9.020763635635376,-0.0133441,2378.2136153
0.868996,7700.0,15.843916654586792,6.769808292388916,0.406406,13520.0,2.55523,0.733424,-0.101059,20,18400.0,0.732275259094,12.8742,6.818934440612793,0.00359683,2244.0142602
0.869699,16500.0,22.353091955184937,6.455667495727539,0.0534527,20625.0,2.55702,0.307279,-0.0520359,20,21200.0,0.97159946135,12.8974,6.505662679672241,-0.0323536,1014.33475737
0.862817,20000.0,28.793192148208618,6.367107391357422,0.0600115,21015.0,2.54085,0.187959,-0.0226751,20,21600.0,0.990085836105,12.6904,6.433155536651611,-0.003844,365.068486725
0.861742,19500.0,35.458940744400024,6.606498718261719,0.0773238,20865.0,2.53893,0.196676,-0.0407455,20,21600.0,0.978256295574,12.666,6.655549049377441,-0.0196577,645.968265474
0.85751,20600.0,41.98364591598511,6.464012861251831,0.00701875,21185.0,2.5291,0.0393639,-0.0378045,20,22000.0,0.991419353229,12.5422,6.518091678619385,-0.0307633,324.461091658
0.850904,20900.0,48.65209126472473,6.604670763015747,0.00577359,21405.0,2.51371,0.0382421,-0.0196953,20,21700.0,0.992975628563,12.3507,6.66166877746582,-0.0139944,224.666419387
