Entropy,AveragePolicyStd,MaxReturn,MeanKL,AverageReturn,ItrTime,TotalExecTime,MaxKL,Time,ExplainedVariance,StdReturn,Perplexity,NumTrajs,LossBefore,MinReturn,LossAfter
2.83788,1.0,200.0,112.398,10.0,16.534483671188354,16.198939085006714,7215.18,16.534476041793823,0.0704792067988,43.5889894354,17.0795,20,-0.0154099,0.0,-2.37238
2.82247,0.992329,200.0,0.905389,10.0,16.383623838424683,16.065572261810303,91.0849,32.92390751838684,0.0661809931939,43.5889894354,16.8183,20,0.0143077,0.0,0.0436462
2.82962,0.995881,2200.0,2.30656,195.0,17.881056308746338,17.632736921310425,157.667,50.82677745819092,0.296894924713,551.792533476,16.939,20,-0.00984504,0.0,-0.552117
2.8247,0.993433,2100.0,0.216901,345.0,16.32572603225708,16.157339572906494,33.1935,67.18280982971191,0.389775181907,703.189163739,16.8559,20,-0.00239188,0.0,-0.246846
2.8235,0.992842,300.0,0.811036,25.0,17.587004899978638,17.42726969718933,98.9874,84.79064202308655,0.18955509245,76.6485485838,16.8357,20,0.028084,0.0,0.110801
2.83754,0.999838,2200.0,1.96488,415.0,17.37234401702881,17.16700029373169,208.763,102.18443059921265,0.339423322257,604.379847447,17.0738,20,0.00991995,0.0,0.171276
2.8425,1.00232,600.0,0.000967311,75.0,16.766470670700073,16.628020524978638,0.0652152,118.9776668548584,0.337114891566,181.314643645,17.1587,20,-0.0061309,0.0,-0.0082229
