MinReturn,NumTrajs,Entropy,AveragePolicyStd,TotalExecTime,StdReturn,MaxKL,ItrTime,Perplexity,MeanKL,Time,MaxReturn,LossBefore,ExplainedVariance,AverageReturn,LossAfter
0.0,20,2.46033,0.828509,9.693182945251465,0.0,0.0,9.75911283493042,11.7087,0.0,9.759105682373047,0.0,-0.0,1,0.0,-0.0
0.0,20,2.46033,0.828509,9.703866958618164,0.0,0.0,9.762774467468262,11.7087,0.0,19.526052713394165,0.0,-0.0,1,0.0,-0.0
0.0,20,2.46033,0.828509,9.014530897140503,0.0,0.0,9.072471618652344,11.7087,0.0,28.604261875152588,0.0,-0.0,1,0.0,-0.0
0.0,20,2.46033,0.828509,7.861807107925415,0.0,0.0,7.8934221267700195,11.7087,0.0,36.50156354904175,0.0,-0.0,1,0.0,-0.0
0.0,20,2.46033,0.828509,9.265751123428345,0.0,0.0,9.307550430297852,11.7087,0.0,45.81320667266846,0.0,-0.0,1,0.0,-0.0
0.0,20,2.46033,0.828509,9.753671646118164,0.0,0.0,9.786695003509521,11.7087,0.0,55.60611891746521,0.0,-0.0,1,0.0,-0.0
0.0,20,2.46033,0.828509,9.548460721969604,0.0,0.0,9.579056739807129,11.7087,0.0,65.188969373703,0.0,-0.0,1,0.0,-0.0
