Entropy,MeanKL,StdReturn,MaxReturn,LossBefore,TotalExecTime,ExplainedVariance,Time,Perplexity,ItrTime,NumTrajs,MinReturn,AverageReturn,MaxKL,LossAfter,AveragePolicyStd
2.8392,2.29428,203.162496539,900.0,0.00574428,9.731229782104492,0.172488016463,9.823956966400146,17.1021,9.823962211608887,20,0.0,65.0,280.641,-0.905585,1.00066
2.84494,0.0,0.0,0.0,-0.0,9.127661943435669,1,19.013556718826294,17.2006,9.185909271240234,20,0.0,0.0,0.0,-0.0,1.00356
2.84494,5.24243,21.7944947177,100.0,0.0125072,8.922187089920044,0.0814818667121,28.021532773971558,17.2006,8.997383832931519,20,0.0,5.0,672.616,0.78794,1.00356
2.8512,0.000486503,182.756668825,700.0,0.00121956,8.91344141960144,0.302780942943,37.0236611366272,17.3085,8.99610185623169,20,0.0,60.0,0.00363053,6.78226e-05,1.00671
2.85181,0.0,0.0,0.0,-0.0,8.550441265106201,1,45.64965867996216,17.3191,8.612792253494263,20,0.0,0.0,0.0,-0.0,1.00701
2.85181,38.2412,136.014705087,500.0,0.019969,8.91538405418396,0.200231800354,54.629597902297974,17.3191,8.966039419174194,20,0.0,50.0,2039.67,13.2663,1.00701
2.86179,0.000429631,21.7944947177,100.0,0.0017516,8.648399114608765,0.142985215417,63.330610036849976,17.4929,8.689630031585693,20,0.0,5.0,0.0713666,8.85352e-05,1.01206
