Perplexity,TotalExecTime,NumTrajs,Time,StdReturn,MaxKL,MinReturn,Entropy,ExplainedVariance,AverageReturn,LossBefore,MeanKL,AveragePolicyStd,LossAfter,MaxReturn,ItrTime
14.7277,6.6840105056762695,20,6.760278940200806,1123.15404108,0.342674,0.0,2.68973,0.483440523785,1445.0,0.00274535,0.129369,0.929406,-0.0323089,3300.0,6.760281085968018
14.7682,6.40386700630188,20,13.260183334350586,2446.40552648,0.0553838,1200.0,2.69248,0.268228291052,5410.0,0.00581536,0.0303678,0.930988,-0.0131331,9200.0,6.497491359710693
14.8112,10.830787181854248,20,24.126212120056152,4807.93874753,0.0482713,0.0,2.69538,0.533137306473,11365.0,-0.0133567,0.0187467,0.932554,-0.0233548,17000.0,10.863352060317993
14.7126,6.271322250366211,20,30.47045588493347,5842.47165162,0.0040818,0.0,2.6887,0.633189301587,14055.0,-0.0383307,0.0013251,0.929477,-0.0407597,18600.0,6.33926248550415
14.4333,6.555539846420288,20,37.095025300979614,7140.5461976,0.00716814,0.0,2.66954,0.63649765983,10640.0,0.000716383,0.00164018,0.92044,-0.000765651,19600.0,6.620303392410278
14.4385,8.967109441757202,20,46.13935375213623,7154.61389594,0.0548933,0.0,2.6699,0.636249179029,11750.0,-0.0096089,0.0118904,0.920766,-0.0156333,19000.0,9.023646593093872
14.3693,6.341651201248169,20,52.55837392807007,7414.14189236,0.00738801,0.0,2.66509,0.606529703568,12450.0,-0.00344058,0.00398068,0.918349,-0.00711855,19100.0,6.40085244178772
