Perplexity,NumTrajs,MeanKL,LossAfter,MaxReturn,ItrTime,MinReturn,AveragePolicyStd,ExplainedVariance,MaxKL,StdReturn,Entropy,TotalExecTime,Time,AverageReturn,LossBefore
14.777,20,0.0,-0.0,0.0,10.443991899490356,0.0,0.930467,1,0.0,0.0,2.69307,10.347759246826172,10.443987846374512,0.0,-0.0
14.777,20,0.0492896,-0.0288162,900.0,10.434461116790771,0.0,0.930467,0.0438232518439,0.61279,196.150452459,2.69307,10.324776649475098,20.88137459754944,45.0,0.00179979
14.7903,20,0.0737654,-0.0294565,1300.0,10.207774877548218,0.0,0.93077,0.47820340642,0.485667,418.658572109,2.69397,10.16155743598938,31.091835975646973,515.0,-0.00542027
14.7503,20,0.0130078,-0.00374286,1500.0,10.198241710662842,900.0,0.929493,0.869010188959,0.104224,178.535710714,2.69126,10.135653257369995,41.32384276390076,1175.0,0.0044254
14.783,20,0.0162951,-0.00227937,1500.0,10.11976408958435,900.0,0.930563,0.867705532297,0.557015,155.804364509,2.69348,10.057873487472534,51.454859495162964,1185.0,0.00638139
14.8302,20,0.0146921,0.00162954,1500.0,10.253206729888916,900.0,0.932123,0.870474043433,0.215927,160.0,2.69667,10.134281635284424,61.71191143989563,1180.0,0.0138232
14.9331,20,0.0428311,-0.0176235,1900.0,11.069743871688843,0.0,0.935349,0.712111951073,0.59742,424.381903478,2.70358,10.984022378921509,72.78538942337036,1170.0,0.00798009
