MeanKLBefore,1ExplainedVariance,1MaxReturn,1AveragePolicyStd,0Perplexity,0MinReturn,1ProcessExecTime,1Entropy,1MinReturn,MeanKL,0ExplainedVariance,0MaxReturn,1PolicyExecTime,0StdReturn,0ProcessExecTime,0Entropy,dLoss,LossAfter,0EnvExecTime,0AveragePolicyStd,ItrTime,1EnvExecTime,ComputeUpdatedDistTime,1StdReturn,1NumTrajs,0NumTrajs,0AverageReturn,1AverageReturn,1Perplexity,0PolicyExecTime,Time,LossBefore
1.47847485366e-08,0.22016546602,2000.0,0.998212,17.0795,0.0,0.15548968315124512,2.83425,0.0,0.00639783963561,0.0496607115381,1000.0,6.190575838088989,83.653805554,0.15854620933532715,2.83788,0.00614504422992,-0.0061450432986,3.528986930847168,1.0,21.390962600708008,3.3957502841949463,0.7566699981689453,233.353710238,280,280,8.57142857143,43.2142857143,17.0176,5.312495708465576,21.39095973968506,9.31322574615e-10
1.74622960536e-09,0.180575863195,1400.0,0.993875,17.049,0.0,0.13682222366333008,2.82549,0.0,0.00742165232077,0.0358147272569,300.0,6.213390588760376,28.4797636713,0.15281367301940918,2.83609,0.00678948266432,-0.00678948266432,3.2843337059020996,0.999111,17.515613317489624,3.2416906356811523,0.07737135887145996,178.996280317,280,280,3.21428571429,36.7857142857,16.8692,3.482944965362549,39.43966102600098,0.0
-1.28056942827e-09,0.124765413701,1500.0,1.00972,17.3073,0.0,0.14698076248168945,2.85707,0.0,0.00890736933798,0.09313502546,500.0,6.126198768615723,48.6226095892,0.15315032005310059,2.85113,0.00529550161446,-0.00529550295323,3.295283317565918,1.00667,17.44814896583557,3.286318778991699,0.10930085182189941,166.027643998,280,280,5.35714285714,27.5,17.4105,3.386807441711426,57.32309365272522,-1.33877620101e-09
-9.31322685638e-10,0.236942876144,1500.0,0.993306,16.8814,0.0,0.13937139511108398,2.82439,0.0,0.00989629328251,0.0296662205563,800.0,6.073666334152222,48.0738696048,0.15535593032836914,2.82621,0.00517087755725,-0.00517087662593,3.289119243621826,0.994218,17.415703296661377,3.1985414028167725,0.07768797874450684,184.548193473,280,280,3.21428571429,37.5,16.8507,3.4544837474823,75.34167814254761,9.31322574615e-10
-5.68106912624e-08,0.323136845037,2100.0,0.993672,16.78,0.0,0.1418912410736084,2.82485,0.0,0.00814634561539,0.0895582528544,600.0,5.489365100860596,48.5385918415,0.15058112144470215,2.82019,0.00753537227865,-0.00753537239507,3.2315237522125244,0.991323,16.69218397140503,3.25305438041687,0.08470416069030762,288.856824926,280,280,6.07142857143,77.8571428571,16.8584,3.3832225799560547,92.45437121391296,-1.16415321827e-10
1.51339951682e-09,0.148088212989,2000.0,0.991249,16.7462,0.0,0.14040040969848633,2.82016,0.0,0.00518567999825,0.0637072107801,1500.0,6.7446630001068115,107.967658612,0.14879369735717773,2.81817,0.00286240782589,-0.00286240666173,3.197108507156372,0.990225,18.009019136428833,3.2151761054992676,0.0727238655090332,217.569775343,280,280,9.64285714286,32.5,16.7796,3.4561989307403564,110.91648197174072,1.16415321827e-09
1.39698408397e-09,0.237172166123,2500.0,0.993762,16.9534,0.0,0.141615629196167,2.82527,0.0,0.00829100050032,0.120380464685,1800.0,5.422606945037842,212.888001119,0.14947795867919922,2.83047,0.010560730705,-0.0105607267469,3.3149092197418213,0.99635,16.787383556365967,3.2445566654205322,0.07552194595336914,392.465876588,280,280,39.6428571429,122.5,16.8654,3.434624195098877,128.30655813217163,3.95812094212e-09
-1.97906091515e-09,0.30903341148,2100.0,0.991768,16.8125,0.0,0.13692545890808105,2.82106,0.0,0.00722911627963,0.252543323886,1700.0,6.1581711769104,268.554093286,0.1501774787902832,2.82212,0.00932564190589,-0.00932564400136,3.217214345932007,0.992287,17.30186676979065,3.2053937911987305,0.07536721229553223,415.70799578,280,280,65.3571428571,133.928571429,16.7946,3.4262022972106934,146.1299352645874,-2.09547579288e-09
1.16415321827e-10,0.412563081711,2600.0,0.991377,16.8322,0.0,0.14631986618041992,2.82049,0.0,0.0075219720602,0.133376113609,1600.0,5.525226831436157,239.731993216,0.16020560264587402,2.82329,0.007425658172,-0.0074256574735,3.487377643585205,0.992759,17.926011562347412,3.360105037689209,0.10964584350585938,730.166234218,280,280,60.0,375.357142857,16.7851,4.20647931098938,164.59211349487305,6.98491930962e-10
-1.28369537222e-16,0.267898286544,1800.0,0.980073,16.3835,0.0,0.13887500762939453,2.79748,0.0,0.0093790339306,0.0912014743227,1200.0,6.128649473190308,186.932474439,0.15345096588134766,2.79627,0.00844757608138,-0.00844757631421,3.4077062606811523,0.979413,17.5280282497406,3.316884994506836,0.08626556396484375,377.613342898,280,280,42.5,142.857142857,16.4032,3.3637819290161133,182.869460105896,-2.32830643654e-10
