MaxReturn,StdReturn,ExplainedVariance,ItrTime,TotalExecTime,AverageReturn,LossBefore,Perplexity,LossAfter,Time,MeanKL,MaxKL,AveragePolicyStd,MinReturn,Entropy,NumTrajs
3200.0,688.676266471,0.423689624143,7.191084861755371,7.045791864395142,1735.0,0.0122855,16.3558,-0.2474,7.19107985496521,2.38982,286.786,0.982009,500.0,2.79458,40
7700.0,2745.53159698,0.649739562473,7.12376070022583,7.080111980438232,3757.5,-0.0162623,16.558,-0.0430775,14.320298194885254,0.123566,27.0833,0.98821,0.0,2.80687,40
7100.0,2052.55328798,0.67574791189,7.3273279666900635,7.294172525405884,4155.0,-0.0024847,16.4239,-0.0549579,21.651750802993774,0.143898,5.50442,0.984029,0.0,2.79874,40
6900.0,2095.56078413,0.725388993323,7.559052467346191,7.521884202957153,4875.0,0.0199431,16.4035,-0.0090222,29.219499349594116,0.0501672,9.24934,0.98311,0.0,2.7975,40
7600.0,2002.20971679,0.749246720516,7.297753810882568,7.256280899047852,5562.5,0.00570078,16.5679,-0.0390254,36.52199625968933,0.169481,56.2103,0.987866,300.0,2.80747,40
7600.0,987.468353923,0.85662453395,7.1816565990448,7.139112949371338,6112.5,-0.0386389,16.6152,-0.0760599,43.70874571800232,0.136752,24.2833,0.989237,1500.0,2.81032,40
7900.0,2529.54541371,0.734447160838,7.213772535324097,7.155207872390747,5780.0,-0.00289666,16.2973,-0.0414333,50.934173822402954,0.230378,69.7911,0.979671,0.0,2.791,40
