LossBefore,MeanKL,ItrTime,ExplainedVariance,Entropy,TotalExecTime,AverageReturn,Time,MaxReturn,MaxKL,Perplexity,AveragePolicyStd,LossAfter,NumTrajs,MinReturn,StdReturn
-0.0,0.0,34.811583518981934,1,2.7481,34.47222638130188,0.0,34.811575412750244,0.0,0.0,15.613,0.956152,-0.0,20,0.0,0.0
-0.0,0.0,34.64870858192444,1,2.7481,34.40783143043518,0.0,69.47886490821838,0.0,0.0,15.613,0.956152,-0.0,20,0.0,0.0
-0.0,0.0,32.269521951675415,1,2.7481,32.02446722984314,0.0,101.78138875961304,0.0,0.0,15.613,0.956152,-0.0,20,0.0,0.0
-0.0,0.0,32.08678150177002,1,2.7481,31.781236171722412,0.0,133.88230180740356,0.0,0.0,15.613,0.956152,-0.0,20,0.0,0.0
-0.0,0.0,34.388078689575195,1,2.7481,34.16851854324341,0.0,168.27504467964172,0.0,0.0,15.613,0.956152,-0.0,20,0.0,0.0
-0.0,0.0,32.0051052570343,1,2.7481,31.619420766830444,0.0,200.28475213050842,0.0,0.0,15.613,0.956152,-0.0,20,0.0,0.0
-0.0,0.0,34.36310029029846,1,2.7481,33.95620679855347,0.0,234.6836314201355,0.0,0.0,15.613,0.956152,-0.0,20,0.0,0.0
