MaxReturn,MeanKL,Entropy,ItrTime,NumTrajs,ExplainedVariance,MaxKL,LossBefore,AveragePolicyStd,Perplexity,AverageReturn,MinReturn,TotalExecTime,Time,LossAfter,StdReturn
700.0,0.335078,2.83651,11.946711778640747,20,0.149866075006,28.7685,0.0161422,0.999438,17.0561,35.0,0.0,11.84752368927002,11.94670581817627,-0.0310626,152.561463024
800.0,0.000256318,2.85265,12.011529445648193,20,0.118072535296,0.00203842,0.00312265,1.00745,17.3337,40.0,0.0,11.928926467895508,23.9627628326416,0.00223352,174.355957742
700.0,7.62393e-05,2.85421,12.138556241989136,20,0.066125390476,0.0133964,0.000345745,1.00823,17.3608,40.0,0.0,12.030363082885742,36.105934619903564,7.85105e-07,152.970585408
1100.0,0.000824616,2.85439,11.97019624710083,20,0.119774873434,0.0324684,0.00701556,1.00834,17.3638,105.0,0.0,11.936402082443237,48.082298278808594,0.00502721,315.396575758
700.0,6.61644,2.85789,12.417115688323975,20,0.138844970141,737.458,0.000200685,1.01012,17.4248,45.0,0.0,12.289958477020264,60.51032853126526,-0.395817,156.444878472
1400.0,0.432637,2.85799,11.941396474838257,20,0.230364451709,73.9362,0.0278467,1.0102,17.4265,70.0,0.0,11.88736343383789,72.45874118804932,0.159658,305.122926048
900.0,0.00670395,2.87192,11.90239691734314,20,0.0592734292554,1.04509,-0.00111945,1.01734,17.6709,45.0,0.0,11.842404842376709,84.39239525794983,-0.00214245,196.150452459
