AveragePolicyStd,MaxKL,LossAfter,Time,Perplexity,TotalExecTime,ExplainedVariance,StdReturn,AverageReturn,NumTrajs,ItrTime,LossBefore,MinReturn,Entropy,MaxReturn,MeanKL
1.00066,0.0,-0.0,17.20492386817932,17.1021,16.874679803848267,1,0.0,0.0,20,17.20492959022522,-0.0,0.0,2.8392,0.0,0.0
1.00066,0.0,-0.0,31.581996202468872,17.1021,14.158241033554077,1,0.0,0.0,20,14.368645191192627,-0.0,0.0,2.8392,0.0,0.0
1.00066,0.0,-0.0,47.61585831642151,17.1021,15.8473060131073,1,0.0,0.0,20,16.022931575775146,-0.0,0.0,2.8392,0.0,0.0
1.00066,494.078,-0.898919,65.301194190979,17.1021,17.53820824623108,0.338152429308,130.766968306,30.0,20,17.681387901306152,0.00441658,0.0,2.8392,600.0,4.79842
1.00177,0.165209,0.00802548,81.85061168670654,17.1399,16.48067545890808,0.176575117385,95.3939201417,30.0,20,16.53749370574951,0.0109801,0.0,2.84141,400.0,0.00261283
1.00453,2.00105,0.0110963,98.3377935886383,17.2343,16.356258392333984,0.198697064033,95.3939201417,30.0,20,16.459660530090332,0.0152714,0.0,2.8469,400.0,0.0291766
1.00837,0.0158359,-0.0198196,114.77585983276367,17.3664,16.27324104309082,0.301212636596,65.3834841531,15.0,20,16.40183687210083,-0.0179148,0.0,2.85453,300.0,0.000501551
