Entropy,ExplainedVariance,MeanKL,StdReturn,Perplexity,AverageReturn,NumTrajs,MaxReturn,LossBefore,MinReturn,LossAfter,Time,MaxKL,ItrTime,AveragePolicyStd,TotalExecTime
2.56857,0.0804602999134,0.127178,124.09673646,13.0471,40.0,20,500.0,0.00891503,0.0,-0.0307321,6.625517845153809,0.80473,6.6255223751068115,0.87453,6.539560079574585
2.57748,0.91021210451,0.00894796,137.38631664,13.164,875.0,20,1000.0,-0.00937909,400.0,-0.0194269,13.078462362289429,0.0928655,6.449328899383545,0.878406,6.376422882080078
2.5728,0.93745469501,0.0100829,76.6485485838,13.1024,925.0,20,1000.0,-0.0132467,800.0,-0.019258,19.65987467765808,0.159155,6.576932191848755,0.876361,6.536892414093018
2.56617,0.942932799787,0.00622776,81.2403840464,13.0159,980.0,20,1100.0,-0.00432524,800.0,-0.00876207,26.15257716178894,0.0606828,6.483744382858276,0.873523,6.436485052108765
2.56401,0.941544709641,0.00711213,85.2936105462,12.9878,985.0,20,1100.0,-0.00765891,800.0,-0.0117547,32.31534028053284,0.0679626,6.157202482223511,0.872545,6.090407133102417
2.56018,0.944476669905,0.00765143,79.2148975888,12.9381,985.0,20,1100.0,0.00797805,800.0,0.00047634,38.47419261932373,0.0887956,6.137040853500366,0.870918,6.080932140350342
2.56417,0.934348036297,0.0072491,92.736184955,12.9899,980.0,20,1200.0,0.00812419,800.0,-0.000286371,44.67572379112244,0.0920072,6.1975908279418945,0.872586,6.163562059402466
