MaxKL,Entropy,Perplexity,LossBefore,ExplainedVariance,Time,AverageReturn,NumTrajs,LossAfter,MeanKL,MaxReturn,StdReturn,TotalExecTime,AveragePolicyStd,MinReturn,ItrTime
2.69517,2.69307,14.777,-0.0177621,0.940430535016,8.559787273406982,19470.0,20,-0.0617622,0.315915,21700.0,1390.3596657,8.39682126045227,0.930467,15500.0,8.559795618057251
0.185575,2.67531,14.5169,-0.0294259,0.981543918248,17.062365770339966,20680.0,20,-0.0376037,0.0138852,21900.0,624.179461373,8.376452922821045,0.922443,19300.0,8.49863076210022
0.934248,2.6606,14.3048,0.00686903,0.989074019299,24.8940167427063,20890.0,20,-0.0040202,0.0258253,21600.0,387.169213652,7.761705636978149,0.915575,20100.0,7.828408241271973
0.432981,2.66403,14.3541,-0.00201129,0.985444733582,33.435035943984985,21165.0,20,-0.0137748,0.029204,21900.0,512.127913709,8.496119499206543,0.917104,19900.0,8.531562566757202
0.903396,2.66303,14.3396,-0.0244634,0.982441100984,41.92202830314636,20885.0,20,-0.0371162,0.0361566,21700.0,656.715311227,8.436489343643188,0.916737,19400.0,8.46655821800232
0.358874,2.6508,14.1653,-0.0224005,0.967290321105,50.2900071144104,20895.0,20,-0.0341337,0.033348,21900.0,968.232926521,8.328317642211914,0.911132,17700.0,8.360759735107422
0.131528,2.6396,14.0075,-0.00616253,0.983975544219,58.44465517997742,21005.0,20,-0.00901335,0.00511973,21800.0,608.666575392,8.076507091522217,0.90608,19000.0,8.146318912506104
