LossBefore,MeanKL,AveragePolicyStd,ExplainedVariance,ItrTime,MaxKL,MinReturn,Time,LossAfter,AverageReturn,MaxReturn,NumTrajs,Entropy,TotalExecTime,StdReturn,Perplexity
0.0001994,0.00295861,1.00568,0.174682068184,11.937955856323242,0.0259543,0.0,11.93794846534729,-0.0032499,160.0,1800.0,20,2.849,11.790774822235107,484.148737476,17.2706
0.0214024,7.4232,1.00576,0.140039439929,11.55347204208374,507.054,0.0,23.50162649154663,1.47997,65.0,1300.0,20,2.8492,11.48904800415039,283.32843133,17.274
-0.0157499,9.45957,1.01112,0.225161633854,11.23213005065918,1000.97,0.0,34.739792585372925,1.115,245.0,3200.0,20,2.8599,11.182613372802734,710.264035412,17.4598
-0.0100142,0.689312,1.00714,0.0352373280941,11.652331590652466,57.7427,0.0,46.40526556968689,0.0643101,50.0,800.0,20,2.85203,11.547991514205933,174.642491966,17.3229
0.0162162,1.08251,1.00465,0.0562569739371,11.77391004562378,163.97,0.0,58.18942618370056,0.250139,185.0,2300.0,20,2.84702,11.717848300933838,517.952700543,17.2364
0.0106814,0.425484,1.00881,0.0732026263093,11.571797370910645,76.6637,0.0,69.77124357223511,0.144425,265.0,3800.0,20,2.85513,11.474750995635986,874.22823107,17.3767
0.00315403,0.921334,1.01151,0.254653417444,11.53565502166748,63.5325,0.0,81.31746816635132,0.0385768,170.0,1700.0,20,2.86047,11.43264389038086,467.011777153,17.4697
