MinReturn,MaxKL,ExplainedVariance,Entropy,Perplexity,NumTrajs,LossAfter,ItrTime,TotalExecTime,MeanKL,Time,AveragePolicyStd,LossBefore,AverageReturn,MaxReturn,StdReturn
13000.0,2.74762,0.82758493781,2.72206,15.2117,20,-0.154385,5.931996583938599,5.847362279891968,0.980527,5.93199348449707,0.947542,-0.0194337,16470.0,20400.0,1950.41021326
16700.0,0.283441,0.925635604521,2.70263,14.9189,20,-0.0169871,5.780772924423218,5.692469596862793,0.10375,11.715816974639893,0.939162,0.0172269,20385.0,23100.0,1511.05095877
20300.0,0.179732,0.984804523073,2.71124,15.0479,20,-0.00749467,5.654867172241211,5.62158465385437,0.00875964,17.37411856651306,0.943308,-0.00358487,21445.0,22500.0,606.197162646
20400.0,0.526483,0.980287675148,2.70945,15.021,20,-0.0177685,5.498245477676392,5.430646896362305,0.033153,22.877297401428223,0.942814,-0.00671043,22055.0,22900.0,741.94002453
20400.0,0.062232,0.984751842394,2.70609,14.9707,20,-0.0266713,5.689430236816406,5.651156425476074,0.0230392,28.571701765060425,0.941442,-0.0202643,21790.0,22500.0,543.966910758
21700.0,0.0827513,0.992737863614,2.69596,14.8198,20,-0.0236047,5.647268295288086,5.59252405166626,0.0156222,34.22494840621948,0.937256,-0.0168105,22370.0,22800.0,274.043792121
21000.0,0.0558421,0.989839741199,2.68756,14.6957,20,-0.0195345,5.210929870605469,5.17046046257019,0.0143674,39.444302558898926,0.933218,-0.0101745,22320.0,22900.0,491.528229098
