LossAfter,AveragePolicyStd,AverageReturn,Perplexity,MaxReturn,ExplainedVariance,MeanKL,ItrTime,Entropy,MaxKL,LossBefore,NumTrajs,Time,TotalExecTime,MinReturn,StdReturn
-0.0730752,0.92455,5390.0,14.5788,14600.0,0.419238706574,0.655355,10.698217868804932,2.67957,7.41372,0.00722528,20,10.698213577270508,10.599182367324829,0.0,4739.18769411
0.00489412,0.927974,1370.0,14.6845,15900.0,0.714521221978,0.0215535,10.563637495040894,2.68679,0.225116,0.0161104,20,21.264944791793823,10.517733573913574,0.0,4168.46494528
-0.0810407,0.931753,24150.0,14.8032,35700.0,0.721178943907,0.344799,10.800534725189209,2.69485,3.15808,-0.0134235,20,32.06935143470764,10.76885199546814,0.0,8907.94589117
-0.0956348,0.928532,28945.0,14.7042,35100.0,0.66532365255,0.69248,10.724776983261108,2.68813,4.93169,-0.0211741,20,42.798234701156616,10.689720153808594,20800.0,3870.72021722
-0.0384818,0.923718,40050.0,14.5494,42000.0,0.943726270598,0.0346008,10.849401235580444,2.67755,0.779898,-0.031399,20,53.652709007263184,10.798106908798218,37900.0,1318.9010577
-0.000843637,0.916681,40690.0,14.3227,42200.0,0.96065077976,0.0240047,10.669743061065674,2.66185,0.299737,0.00399726,20,64.32909417152405,10.61034631729126,37800.0,1093.11481556
-0.0115295,0.917623,41490.0,14.3514,43100.0,0.963830679234,0.0334475,10.519842624664307,2.66385,0.753283,-0.00492398,20,74.8712170124054,10.465099811553955,38800.0,1096.76797911
