LossBefore,MeanKL,NumTrajs,MaxKL,Perplexity,AveragePolicyStd,MinReturn,AverageReturn,LossAfter,Time,Entropy,TotalExecTime,StdReturn,MaxReturn,ItrTime,ExplainedVariance
-0.0,0.0,20,0.0,14.8902,0.935103,0.0,0.0,-0.0,12.111374855041504,2.7007,12.0300772190094,0.0,0.0,12.111380100250244,1
-0.0,0.0,20,0.0,14.8902,0.935103,0.0,0.0,-0.0,24.38959312438965,2.7007,12.17987608909607,0.0,0.0,12.272879123687744,1
-0.0,0.0,20,0.0,14.8902,0.935103,0.0,0.0,-0.0,37.39693355560303,2.7007,12.955851078033447,0.0,0.0,13.001233339309692,1
-0.0,0.0,20,0.0,14.8902,0.935103,0.0,0.0,-0.0,49.79553699493408,2.7007,12.325007438659668,0.0,0.0,12.391350269317627,1
-0.0,0.0,20,0.0,14.8902,0.935103,0.0,0.0,-0.0,62.02490210533142,2.7007,12.137620210647583,0.0,0.0,12.216341257095337,1
-0.0,0.0,20,0.0,14.8902,0.935103,0.0,0.0,-0.0,74.77740907669067,2.7007,12.671008110046387,0.0,0.0,12.739928245544434,1
-0.0,0.0,20,0.0,14.8902,0.935103,0.0,0.0,-0.0,87.25398898124695,2.7007,12.410270690917969,0.0,0.0,12.470839500427246,1
