MinReturn,ExplainedVariance,AverageReturn,MeanKL,AveragePolicyStd,TotalExecTime,Perplexity,MaxKL,LossAfter,ItrTime,NumTrajs,Entropy,StdReturn,LossBefore,Time,MaxReturn
3200.0,0.437337370812,8290.0,0.703641,0.917354,8.876465797424316,14.1457,2.49296,-0.100119,8.949836492538452,20,2.64941,2452.93701509,-0.0010558,8.949831008911133,12600.0
17200.0,0.938870805516,19820.0,0.148331,0.916008,8.95138669013977,14.1308,0.695327,-0.0335556,9.035319089889526,20,2.64836,1340.37308239,-0.00102126,17.992841005325317,22800.0
19200.0,0.969719749958,20900.0,0.0213634,0.916,8.771635293960571,14.1236,0.275524,-0.00695517,8.81186318397522,20,2.64785,1011.92885125,0.0067095,26.80902099609375,22700.0
18600.0,0.95183536151,21315.0,0.0330502,0.917717,8.788460731506348,14.1711,0.20547,-0.0371065,8.83871841430664,20,2.6512,1279.56047141,-0.0240843,35.6564781665802,22900.0
19200.0,0.961111576902,21310.0,0.0253295,0.912609,8.879631519317627,14.0014,0.155731,-0.0281457,8.926790475845337,20,2.63916,1132.21022783,-0.0153319,44.597108602523804,23200.0
21100.0,0.986943313739,22060.0,0.134028,0.909281,9.632250785827637,13.8945,0.576217,-0.0263611,9.68772292137146,20,2.63149,420.0,0.00603908,54.29394888877869,22900.0
19200.0,0.968693353782,21415.0,0.0850288,0.911183,9.02336311340332,13.9365,0.523343,-0.0265794,9.072059869766235,20,2.63451,1094.65748068,-0.00144941,63.3817777633667,23100.0
