MinReturn,LossBefore,Entropy,Time,MeanKL,ItrTime,ExplainedVariance,MaxReturn,AverageReturn,TotalExecTime,Perplexity,AveragePolicyStd,MaxKL,NumTrajs,LossAfter,StdReturn
0.0,-0.0,2.849,13.606417894363403,0.0,13.606425285339355,1,0.0,0.0,13.328767776489258,17.2706,1.00568,0.0,20,-0.0,0.0
0.0,-0.0,2.849,29.717410564422607,0.0,16.097363233566284,1,0.0,0.0,15.882116794586182,17.2706,1.00568,0.0,20,-0.0,0.0
0.0,-0.0,2.849,43.8158016204834,0.0,14.077165126800537,1,0.0,0.0,13.860694169998169,17.2706,1.00568,0.0,20,-0.0,0.0
0.0,-0.0,2.849,60.4970588684082,0.0,16.662214040756226,1,0.0,0.0,16.449690341949463,17.2706,1.00568,0.0,20,-0.0,0.0
0.0,-0.0128728,2.849,76.71349549293518,0.0189297,16.206713438034058,0.132380509511,400.0,25.0,16.0123131275177,17.2706,1.00568,3.86092,20,-0.0268027,88.7411967465
0.0,-0.0,2.84257,92.6846535205841,0.0,15.952462673187256,1,0.0,0.0,15.779638528823853,17.1598,1.0024,0.0,20,-0.0,0.0
0.0,-0.0,2.84257,108.32993650436401,0.0,15.6392662525177,1,0.0,0.0,15.522076845169067,17.1598,1.0024,0.0,20,-0.0,0.0
