StdReturn,AverageReturn,MinReturn,MaxReturn,MeanKL,ItrTime,MaxKL,LossBefore,NumTrajs,Perplexity,Time,AveragePolicyStd,ExplainedVariance,LossAfter,TotalExecTime,Entropy
1013.65674664,3350.0,900.0,5700.0,1.68276,3.5765974521636963,5.03206,-0.0222909,40,11.4353,3.5765979290008545,0.82843,0.588551299162,-0.134871,3.5323081016540527,2.4367
187.81639971,115.0,0.0,800.0,0.338031,3.863957405090332,0.512789,0.0390213,40,11.1832,7.443213224411011,0.820495,0.029602017639,-0.00141509,3.8115580081939697,2.41441
958.954508827,2587.5,700.0,4700.0,1.47634,4.556332588195801,3.03719,0.0108814,40,11.4035,12.005150318145752,0.82956,0.420032888324,-0.204971,4.498364210128784,2.43392
930.537479095,1790.0,300.0,4100.0,0.58632,4.669098138809204,1.85066,0.0157937,40,11.4657,16.67830204963684,0.832609,0.349822842283,-0.116352,4.634279489517212,2.43936
919.768992737,4505.0,2900.0,6300.0,0.99362,4.33410120010376,1.69038,-0.043709,40,11.5566,21.01763892173767,0.836658,0.750665400085,-0.207636,4.279720306396484,2.44726
884.162739545,1902.5,200.0,4500.0,0.600129,4.922382116317749,1.88034,0.0298946,40,11.3068,25.950422286987305,0.828183,0.343413047143,-0.107553,4.877203464508057,2.42541
841.961994392,4990.0,3000.0,6800.0,0.813189,4.721373558044434,1.27383,-0.00965969,40,11.4771,30.682528257369995,0.835861,0.79668204096,-0.140214,4.700003623962402,2.44035
