AveragePolicyStd,AverageReturn,MaxKL,Entropy,MaxReturn,Time,TotalExecTime,LossAfter,NumTrajs,Perplexity,StdReturn,ItrTime,MinReturn,LossBefore,MeanKL,ExplainedVariance
0.82843,0.0,0.0,2.4367,0.0,4.611887693405151,4.540907382965088,-0.0,40,11.4353,0.0,4.61189341545105,0.0,-0.0,0.0,1
0.82843,42.5,0.170644,2.4367,1700.0,9.290071249008179,4.588077783584595,0.00594713,40,11.4353,265.412414932,4.6724584102630615,0.0,0.0157745,0.00808509,0.515229730798
0.830724,152.5,0.295154,2.44459,3900.0,13.658979892730713,4.334568977355957,-0.0261052,40,11.5258,691.370920708,4.366416931152344,0.0,-0.0112105,0.0241719,0.508156659515
0.82911,995.0,0.441604,2.43899,5500.0,17.92786955833435,4.2257184982299805,-0.0572344,40,11.4614,1719.87644905,4.262942552566528,0.0,-0.0290991,0.0397816,0.559002798881
0.823001,3110.0,0.350174,2.42444,6100.0,22.38715362548828,4.403142690658569,-0.0805849,40,11.2958,1910.34028382,4.454617738723755,0.0,-0.0188974,0.135293,0.551060728469
0.819349,4185.0,2.58868,2.41499,6200.0,27.042721271514893,4.610245227813721,-0.208424,40,11.1896,1266.99447513,4.651838064193726,0.0,-0.063028,0.776119,0.666511135924
0.805515,725.0,1.71005,2.38347,1900.0,30.99118447303772,3.9151253700256348,-0.105937,40,10.8425,525.713800466,3.9413840770721436,0.0,0.0152874,0.747596,0.139626823606
