MaxReturn,Time,AveragePolicyStd,ExplainedVariance,ItrTime,MaxKL,NumTrajs,MinReturn,LossBefore,TotalExecTime,LossAfter,StdReturn,Perplexity,Entropy,AverageReturn,MeanKL
500.0,5.112831354141235,0.947542,0.926316424836,5.112835645675659,0.773634,20,300.0,0.0217117,5.0488269329071045,0.00456196,58.3095189485,15.2117,2.72206,360.0,0.0387257
500.0,10.116225957870483,0.957626,0.676030000958,4.996113061904907,1.8078,20,0.0,-0.00782841,4.95466685295105,-0.0572816,152.561463024,15.5455,2.74377,265.0,0.128047
700.0,14.86553144454956,0.955277,0.919023945816,4.745686054229736,0.29149,20,300.0,0.0175385,4.7072837352752686,0.00545123,91.6515138991,15.4848,2.73986,540.0,0.0374928
900.0,19.660604000091553,0.959346,0.886764448403,4.790863990783691,0.24368,20,300.0,-0.00779356,4.758021116256714,-0.01714,146.628782986,15.6212,2.74863,650.0,0.0165791
1400.0,24.473804712295532,0.957307,0.866547040586,4.808297395706177,0.110082,20,400.0,0.00582255,4.766327619552612,-0.00430625,217.025344142,15.5604,2.74473,970.0,0.0305136
1900.0,29.205852508544922,0.958769,0.874537791861,4.726657867431641,0.184347,20,800.0,0.0262286,4.680877208709717,0.0137709,261.533936612,15.6058,2.74764,1260.0,0.0327511
4000.0,33.64730978012085,0.964989,0.526482405868,4.43419623374939,0.540102,20,900.0,0.00217367,4.389418125152588,-0.0565001,984.822319,15.8118,2.76076,2375.0,0.224324
