MinReturn,ExplainedVariance,LossAfter,MaxKL,MeanKL,LossBefore,AveragePolicyStd,Perplexity,NumTrajs,MaxReturn,Time,Entropy,TotalExecTime,ItrTime,AverageReturn,StdReturn
0.0,0.165656444821,-0.0241338,1.97724,0.157333,-0.00204595,0.870797,12.9461,20,300.0,32.9911789894104,2.5608,32.59520673751831,32.99118518829346,35.0,90.9670269933
300.0,0.89866319128,0.00715858,0.0437563,0.00198598,0.00944784,0.869888,12.9197,20,400.0,67.3530969619751,2.55875,33.9928035736084,34.35735726356506,330.0,45.8257569496
300.0,0.889725784899,0.00864003,0.272966,0.0210739,0.0148958,0.871902,12.9809,20,500.0,101.2464759349823,2.56348,33.63565945625305,33.869810342788696,325.0,53.6190264738
300.0,0.886909343667,0.0013157,0.133925,0.00930814,0.00551292,0.875198,13.0779,20,500.0,134.45274591445923,2.57092,33.03684616088867,33.19344735145569,350.0,59.160797831
300.0,0.886833931182,-0.00095376,0.176902,0.0100453,0.00491364,0.876383,13.114,20,500.0,167.84948706626892,2.57368,33.14933657646179,33.35632634162903,385.0,57.2276157113
400.0,0.894699160769,-0.0088405,0.0761021,0.00689427,-0.00662568,0.877426,13.1463,20,600.0,201.46215915679932,2.57614,33.49967288970947,33.58925175666809,465.0,72.6291952317
300.0,0.851807772056,-0.00061756,0.180495,0.01946,0.00263578,0.876015,13.1028,20,900.0,233.30227780342102,2.57282,31.68750762939453,31.79693293571472,495.0,128.35497653
