Perplexity,LossAfter,LossBefore,NumTrajs,TotalExecTime,ItrTime,MaxKL,StdReturn,MeanKL,AverageReturn,AveragePolicyStd,MaxReturn,MinReturn,Entropy,Time,ExplainedVariance
16.8035,-0.0,-0.0,200,23.17779803276062,23.412460327148438,0.0,0.0,0.0,0.0,0.991891,0.0,0.0,2.82159,23.412452459335327,1
16.8035,-0.0,-0.0,200,23.22492218017578,23.49307131767273,0.0,0.0,0.0,0.0,0.991891,0.0,0.0,2.82159,46.91265630722046,1
16.8035,0.0198008,0.0201753,200,24.702896118164062,24.980491161346436,0.000156444,14.1067359797,9.01613e-05,1.0,0.991891,200.0,0.0,2.82159,71.89697766304016,0.166457190498
16.9739,-0.0,-0.0,200,25.346458911895752,25.594558477401733,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,97.50989365577698,1
16.9739,-0.0,-0.0,200,25.132914543151855,25.357629776000977,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,122.88448691368103,1
16.9739,-0.0,-0.0,200,24.59196639060974,24.783235788345337,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,147.68183588981628,1
16.9739,-0.0,-0.0,200,25.291450262069702,25.418988466262817,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,173.1054277420044,1
16.9739,-0.0,-0.0,200,23.53601360321045,23.698968410491943,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,196.8524239063263,1
16.9739,-0.0,-0.0,200,24.156352996826172,24.33381986618042,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,221.23151540756226,1
16.9739,-0.0,-0.0,200,25.37984347343445,25.605457305908203,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,246.86294603347778,1
16.9739,-0.0,-0.0,200,23.94389581680298,24.10773253440857,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,270.9889030456543,1
16.9739,-0.0,-0.0,200,23.241188049316406,23.321470260620117,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,294.3288674354553,1
16.9739,-0.0,-0.0,200,23.52842617034912,23.606144189834595,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,317.96832275390625,1
16.9739,-0.0,-0.0,200,23.005465984344482,23.088813543319702,0.0,0.0,0.0,0.0,0.996906,0.0,0.0,2.83168,341.0672228336334,1
16.9739,-0.00310865,-0.00218637,200,23.096218585968018,23.202978134155273,0.00163342,21.1601039695,0.000162108,1.5,0.996906,300.0,0.0,2.83168,364.2906847000122,0.194296423547
16.9554,0.010103,0.0103021,200,24.739633083343506,24.969498872756958,0.000153981,42.320207939,3.88675e-05,3.0,0.996362,600.0,0.0,2.83058,389.2694396972656,0.0902087526018
17.0429,-0.0,-0.0,200,24.09361958503723,24.311114072799683,0.0,0.0,0.0,0.0,0.99893,0.0,0.0,2.83574,413.584511756897,1
17.0429,-0.00110556,-0.000627186,200,24.677732944488525,24.92215061187744,0.00066057,42.320207939,5.15863e-05,3.0,0.99893,600.0,0.0,2.83574,438.51372623443604,0.103616887077
17.0376,-0.00316225,-0.00291698,200,26.41388487815857,26.592549324035645,0.000164618,14.1067359797,8.28488e-05,1.0,0.998781,200.0,0.0,2.83542,465.12751483917236,0.093077627111
17.0127,-0.00382931,-0.00289776,200,25.90310263633728,26.115095615386963,0.00093687,42.320207939,0.000368187,3.0,0.998046,600.0,0.0,2.83396,491.2685043811798,0.20277859961
16.9881,-0.0,-0.0,200,26.259678840637207,26.43090534210205,0.0,0.0,0.0,0.0,0.997322,0.0,0.0,2.83251,517.7223997116089,1
16.9881,-0.0,-0.0,200,25.10289430618286,25.418382167816162,0.0,0.0,0.0,0.0,0.997322,0.0,0.0,2.83251,543.1609802246094,1
16.9881,-0.00874279,-0.00837914,200,25.940215826034546,26.15927505493164,0.000287423,19.8997487421,8.10229e-05,2.0,0.997322,200.0,0.0,2.83251,569.3311386108398,0.230180897892
16.9171,0.000380394,0.000732066,200,27.624531507492065,27.83830451965332,0.000208026,28.2134719593,3.66528e-05,2.0,0.995236,400.0,0.0,2.82832,597.1888175010681,0.0836259213946
16.9233,-0.0,-0.0,200,25.24990153312683,25.406954765319824,0.0,0.0,0.0,0.0,0.995418,0.0,0.0,2.82869,622.6149852275848,1
16.9233,-0.0101862,-0.00904408,200,27.961549520492554,28.19368004798889,0.00192644,37.9176739793,0.000338362,3.5,0.995418,500.0,0.0,2.82869,650.8171904087067,0.143915980845
16.8469,-0.0128521,-0.0120265,200,27.825154781341553,28.141732454299927,0.000574484,38.5227205685,0.000248954,4.0,0.99317,500.0,0.0,2.82417,678.9661769866943,0.155973036178
16.7459,0.00628194,0.00804892,200,28.292940378189087,28.507070779800415,0.00270686,79.8608164246,0.000481056,8.5,0.990197,1000.0,0.0,2.81815,707.4765810966492,0.176134918937
16.8134,0.00784007,0.0094647,200,26.67937660217285,26.86378812789917,0.00299188,141.332940251,0.000571194,15.0,0.992234,1600.0,0.0,2.82218,734.3646106719971,0.14512009832
16.8932,-0.0108443,-0.00711478,200,27.691813945770264,27.973390340805054,0.00904674,172.092998114,0.0013686,28.0,0.994602,1700.0,0.0,2.82691,762.3988859653473,0.245991998473
16.8332,0.00260796,0.0031951,200,27.499313831329346,27.735810041427612,0.000650239,91.8912400613,0.000205015,16.0,0.992865,900.0,0.0,2.82335,790.146203994751,0.196112661259
16.8601,0.0111454,0.0149018,200,26.567509651184082,26.748602390289307,0.00845913,159.667623518,0.00140492,32.5,0.993634,1300.0,0.0,2.82495,816.9199023246765,0.21156620498
16.9862,-0.00901079,-0.00563962,200,27.238500595092773,27.479431629180908,0.00667498,227.242161581,0.00158185,69.0,0.997298,1400.0,0.0,2.8324,844.4081008434296,0.347946697668
16.9384,0.00455549,0.00760006,200,26.409058094024658,26.620599031448364,0.00608153,204.183740783,0.00156656,53.0,0.995871,1400.0,0.0,2.82958,871.0580620765686,0.22064021411
17.0029,0.00238199,0.0077227,200,28.35091471672058,28.59363341331482,0.0116507,358.216415034,0.0030259,141.0,0.997785,1900.0,0.0,2.83338,899.6840064525604,0.323733359892
17.0687,-0.0245121,-0.0189882,200,27.49035406112671,27.727052450180054,0.0105083,425.734365538,0.00336958,199.5,0.999733,1900.0,0.0,2.83724,927.4335737228394,0.389201665532
16.9074,-0.0165243,-0.00873335,200,26.542767763137817,26.704089403152466,0.0142849,552.503167412,0.00563929,365.5,0.994994,2000.0,0.0,2.82775,954.1495151519775,0.465537915597
16.8337,-0.0225475,-0.0107208,200,26.83006715774536,27.013214349746704,0.0288809,676.468587593,0.00951707,540.5,0.992814,2400.0,0.0,2.82338,981.1681883335114,0.529880861545
16.7437,-0.0529249,-0.037756,200,26.608957529067993,26.794092893600464,0.0322176,693.554431894,0.0129228,736.5,0.990154,2200.0,0.0,2.81802,1007.9786825180054,0.576363819817
16.4306,-0.049329,-0.0315959,200,27.470471143722534,27.73841953277588,0.0455451,683.212814575,0.0184858,1154.5,0.980865,2600.0,0.0,2.79914,1035.7427597045898,0.670919124932
16.1731,-0.0796462,-0.0527021,200,26.554370403289795,26.78644561767578,0.0659892,643.62081228,0.0300605,1498.5,0.973115,2600.0,0.0,2.78335,1062.5399062633514,0.812513370834
15.7525,-0.0632709,-0.042362,200,27.57125234603882,27.79832172393799,0.0538933,509.454364983,0.0233609,1862.5,0.960383,2600.0,0.0,2.757,1090.3580315113068,0.868708516898
15.4223,-0.0774468,-0.0519715,200,26.933785915374756,27.142136573791504,0.0853836,400.109672465,0.0330269,2053.5,0.950269,2800.0,0.0,2.73582,1117.5032618045807,0.932898594229
15.0267,-0.0618858,-0.045551,200,26.758883953094482,26.943270921707153,0.0686739,266.928829466,0.0248451,2243.0,0.937987,2900.0,1400.0,2.70983,1144.4717395305634,0.968313136756
14.6883,-0.064704,-0.0471376,200,25.94415259361267,26.142590284347534,0.0622739,281.558164506,0.0268247,2325.0,0.92737,2900.0,1300.0,2.68705,1170.6282348632812,0.973862560254
14.3462,-0.0899834,-0.0731082,200,27.8458251953125,28.096221685409546,0.0713858,233.896878987,0.0255689,2418.5,0.916503,2800.0,1500.0,2.66349,1198.7422251701355,0.980828102543
13.8313,-0.0690217,-0.0599857,200,27.091950178146362,27.397328853607178,0.0203763,203.036942451,0.0100309,2476.0,0.899908,3000.0,1800.0,2.62693,1226.1537582874298,0.98526551235
13.4226,-0.051511,-0.042441,200,26.541157960891724,26.73345685005188,0.0323316,182.892728122,0.0147722,2524.5,0.886505,3000.0,2000.0,2.59694,1252.8937611579895,0.988511891274
13.1407,-0.0782493,-0.0662973,200,25.945894956588745,26.143086194992065,0.0620426,192.727138722,0.0216909,2542.5,0.877155,2900.0,1700.0,2.57572,1279.0542299747467,0.988668629316
12.7123,-0.034695,-0.0275397,200,26.2474946975708,26.465867519378662,0.0638921,155.357651888,0.0188329,2592.0,0.862763,3000.0,2000.0,2.54257,1305.5406754016876,0.99150315762
