ExplainedVariance,AverageReturn,StdReturn,Perplexity,Entropy,AveragePolicyStd,MeanKL,ItrTime,MinReturn,TotalExecTime,MaxReturn,LossBefore,NumTrajs,MaxKL,LossAfter,Time
0.119482467341,75.0,284.385302011,17.1021,2.8392,1.00066,2.96644,8.962062358856201,0.0,8.889973402023315,1300.0,0.0140506,20,471.627,-2.623,8.962059497833252
1,0.0,0.0,17.3441,2.85325,1.00772,0.0,8.928550481796265,0.0,8.862417221069336,0.0,-0.0,20,0.0,-0.0,17.897202253341675
0.163854721926,20.0,87.1779788708,17.3441,2.85325,1.00772,3.87771,8.801719903945923,0.0,8.753371477127075,400.0,-0.0103135,20,454.384,0.730481,26.708747386932373
1,0.0,0.0,17.2549,2.84809,1.00512,0.0,9.046342611312866,0.0,8.961843252182007,0.0,-0.0,20,0.0,-0.0,35.7642879486084
1,0.0,0.0,17.2549,2.84809,1.00512,0.0,8.747861623764038,0.0,8.697376489639282,0.0,-0.0,20,0.0,-0.0,44.51596522331238
0.250431322748,25.0,108.972473589,17.2549,2.84809,1.00512,2.72735,8.944314956665039,0.0,8.870818376541138,500.0,-0.0164296,20,267.187,0.34938,53.48903155326843
1,0.0,0.0,17.1137,2.83988,1.00102,0.0,8.916046619415283,0.0,8.844048023223877,0.0,-0.0,20,0.0,-0.0,62.41819620132446
