AverageReturn,StdReturn,Perplexity,Entropy,MeanKL,MaxKL,MaxReturn,ExplainedVariance,LossBefore,MinReturn,TotalExecTime,ItrTime,LossAfter,NumTrajs,Time,AveragePolicyStd
0.0,0.0,4.72301,1.55245,0.0,0.0,0.0,1,-0.0,0.0,8.040345191955566,8.109294652938843,-0.0,200,8.109290599822998,0.530704
0.0,0.0,4.72301,1.55245,0.0,0.0,0.0,1,-0.0,0.0,7.718532562255859,7.806324243545532,-0.0,200,15.920186519622803,0.530704
0.0,0.0,4.72301,1.55245,0.0,0.0,0.0,1,-0.0,0.0,7.690601348876953,7.755453824996948,-0.0,200,23.677879571914673,0.530704
0.0,0.0,4.72301,1.55245,0.0,0.0,0.0,1,-0.0,0.0,8.049914598464966,8.14865493774414,-0.0,200,31.831968784332275,0.530704
0.0,0.0,4.72301,1.55245,0.0,0.0,0.0,1,-0.0,0.0,8.086994409561157,8.191901922225952,-0.0,200,40.02632212638855,0.530704
0.0,0.0,4.72301,1.55245,0.0,0.0,0.0,1,-0.0,0.0,8.582739353179932,8.635446548461914,-0.0,200,48.666499853134155,0.530704
0.0,0.0,4.72301,1.55245,0.0,0.0,0.0,1,-0.0,0.0,8.524796724319458,8.584017992019653,-0.0,200,57.25566625595093,0.530704
