Perplexity,AverageReturn,ItrTime,LossAfter,AveragePolicyStd,MaxKL,Entropy,StdReturn,NumTrajs,ExplainedVariance,MeanKL,MaxReturn,MinReturn,LossBefore,TotalExecTime,Time
14.1457,0.0,11.705595970153809,-0.0,0.917354,0.0,2.64941,0.0,20,1,0.0,0.0,0.0,-0.0,11.608948230743408,11.70559048652649
14.1457,0.0,11.405962467193604,-0.0,0.917354,0.0,2.64941,0.0,20,1,0.0,0.0,0.0,-0.0,11.328831672668457,23.11541223526001
14.1457,0.0,11.185438394546509,-0.0,0.917354,0.0,2.64941,0.0,20,1,0.0,0.0,0.0,-0.0,11.152358055114746,34.31008195877075
14.1457,0.0,11.765788078308105,-0.0,0.917354,0.0,2.64941,0.0,20,1,0.0,0.0,0.0,-0.0,11.700291633605957,46.08101201057434
14.1457,0.0,11.613564491271973,-0.0,0.917354,0.0,2.64941,0.0,20,1,0.0,0.0,0.0,-0.0,11.58069634437561,57.69901371002197
14.1457,0.0,11.803403854370117,-0.0,0.917354,0.0,2.64941,0.0,20,1,0.0,0.0,0.0,-0.0,11.739979982376099,69.50889945030212
14.1457,0.0,11.557249069213867,-0.0,0.917354,0.0,2.64941,0.0,20,1,0.0,0.0,0.0,-0.0,11.500664472579956,81.07012581825256
