MeanKL,MinReturn,ItrTime,Time,MaxReturn,Entropy,LossAfter,MaxKL,StdReturn,NumTrajs,Perplexity,ExplainedVariance,LossBefore,AveragePolicyStd,TotalExecTime,AverageReturn
0.467091,5400.0,19.50292134284973,19.502915620803833,24600.0,2.7007,-0.0740171,1.44796,5005.84408467,20,14.8902,0.330826897088,0.0168442,0.935103,19.35445547103882,15545.0
0.00623917,0.0,19.52180552482605,39.02884840965271,41500.0,2.71755,-0.0333833,0.0286205,11854.804933,20,15.1431,0.8684627149,-0.0301672,0.94271,19.40897846221924,35340.0
0.0448876,36000.0,19.400548219680786,58.43770694732666,42500.0,2.70246,-0.00942153,0.125488,1591.69720739,20,14.9164,0.948943541391,0.00247091,0.93568,19.343912363052368,40150.0
0.00382634,0.0,20.128780841827393,78.57235527038574,42600.0,2.7037,-0.00670705,0.0279262,9043.86532407,20,14.9349,0.908456134078,-0.00448704,0.936203,19.771880626678467,39250.0
0.00291489,39500.0,20.00877332687378,98.59073305130005,42700.0,2.70145,-0.021355,0.0284707,855.920557061,20,14.9014,0.98276160837,-0.0183748,0.93529,19.897746562957764,41520.0
0.00588699,40700.0,20.61114811897278,119.2058436870575,42700.0,2.69227,-0.0145193,0.0799554,538.028809638,20,14.7651,0.984742508626,-0.0114831,0.931004,20.45376229286194,41745.0
0.0120927,41000.0,20.564599752426147,139.7809112071991,42700.0,2.68653,-0.0159608,0.119737,481.949167444,20,14.6806,0.989716313699,-0.0121295,0.92832,20.362222909927368,41865.0
