StdReturn,LossAfter,MeanKL,NumTrajs,TotalExecTime,MinReturn,Entropy,MaxReturn,ExplainedVariance,Time,Perplexity,AveragePolicyStd,LossBefore,ItrTime,MaxKL,AverageReturn
257.827461687,6.18866,75.2082,20,15.75300645828247,0.0,2.8392,900.0,0.310955418014,16.031156063079834,17.1021,1.00066,0.0194304,16.03115940093994,8836.19,105.0
96.9535971483,0.133323,11.9223,20,15.351879358291626,0.0,2.85863,300.0,0.208884863569,31.704318284988403,17.4376,1.01043,0.000260595,15.67080044746399,704.064,40.0
50.9901951359,-0.00617147,0.030108,20,16.098526000976562,0.0,2.85876,200.0,0.276174792144,48.02064561843872,17.4399,1.0105,-0.00437186,16.310882329940796,1.29115,20.0
243.874967965,-0.0176045,0.00322674,20,16.017664670944214,0.0,2.85658,800.0,0.278510671018,64.24122381210327,17.4018,1.00939,-0.015777,16.210230350494385,0.422439,105.0
305.941170816,-0.0459876,0.190506,20,15.466132402420044,0.0,2.84869,1400.0,0.140852056651,79.83674335479736,17.2651,1.00542,0.00500815,15.579206943511963,8.16835,80.0
148.660687473,0.486632,9.4628,20,16.976048946380615,0.0,2.85119,500.0,0.11097700239,97.06607723236084,17.3084,1.00668,-0.0166278,17.188151836395264,1085.34,70.0
165.529453572,0.00810648,0.000402841,20,16.627059936523438,0.0,2.84288,700.0,0.169818681997,113.8848946094513,17.1651,1.0025,0.009466,16.7912495136261,0.0020616,60.0
