MaxReturn,Time,StdReturn,MaxKL,ExplainedVariance,Entropy,LossBefore,ItrTime,LossAfter,AverageReturn,Perplexity,NumTrajs,TotalExecTime,MeanKL,AveragePolicyStd,MinReturn
400.0,117.37646579742432,9.48208837757,0.000516091,0.0215563926417,2.82159,0.00263791,117.37647104263306,0.00239352,0.3,16.8035,2000,117.04467225074768,0.000146348,0.991891,0.0
