AverageReturn,StdReturn,MaxKL,Time,Perplexity,AveragePolicyStd,NumTrajs,TotalExecTime,ExplainedVariance,ItrTime,LossAfter,MaxReturn,MeanKL,Entropy,MinReturn,LossBefore
615.0,832.030648474,0.290068,22.241172790527344,12.9461,0.870797,20,21.99643635749817,0.328475278208,22.24117875099182,-0.00331227,2400.0,0.0291581,2.5608,0.0,0.00539309
1710.0,748.932573734,0.331329,48.114678621292114,13.0162,0.873189,20,25.586625814437866,0.767173613958,25.861037015914917,-0.0182338,2500.0,0.0305401,2.56619,0.0,-0.00513124
1390.0,648.768063332,0.703718,75.57037496566772,12.9828,0.872167,20,27.366127014160156,0.742966421429,27.448439359664917,-0.0157063,2300.0,0.0569978,2.56363,0.0,0.00438562
2000.0,167.332005307,0.033728,100.90939402580261,13.0113,0.873168,20,25.142580270767212,0.931604951063,25.279654264450073,0.00559532,2300.0,0.00574457,2.56582,1700.0,0.00789919
2060.0,249.799919936,0.0878853,128.42184233665466,13.0628,0.874818,20,27.283626317977905,0.911780700122,27.492993354797363,-0.00172684,2700.0,0.00483655,2.56977,1500.0,0.00358217
2175.0,323.844098294,0.0223217,155.74289727210999,13.0862,0.875542,20,27.261080741882324,0.898894920322,27.30390167236328,0.00120706,2800.0,0.00539001,2.57156,1700.0,0.00364449
2100.0,340.587727319,0.303374,181.5037281513214,13.1101,0.87637,20,25.685332775115967,0.901015025072,25.752739906311035,-0.00280566,2800.0,0.00741974,2.57338,1600.0,0.0120382
