ExplainedVariance,LossAfter,NumTrajs,Time,MaxKL,MeanKL,AverageReturn,MinReturn,Entropy,MaxReturn,ItrTime,AveragePolicyStd,LossBefore,StdReturn,TotalExecTime,Perplexity
1,-0.0,200,10.51571774482727,0.0,0.0,0.0,0.0,2.14673,0.0,10.515726804733276,0.708268,-0.0,0.0,10.435891389846802,8.55682
1,-0.0,200,21.043104648590088,0.0,0.0,0.0,0.0,2.14673,0.0,10.521472215652466,0.708268,-0.0,0.0,10.45383358001709,8.55682
1,-0.0,200,31.749969482421875,0.0,0.0,0.0,0.0,2.14673,0.0,10.701796054840088,0.708268,-0.0,0.0,10.651578426361084,8.55682
1,-0.0,200,41.83794403076172,0.0,0.0,0.0,0.0,2.14673,0.0,10.083830118179321,0.708268,-0.0,0.0,10.009366273880005,8.55682
1,-0.0,200,52.52035617828369,0.0,0.0,0.0,0.0,2.14673,0.0,10.666672229766846,0.708268,-0.0,0.0,10.570107221603394,8.55682
0.119158508107,-0.0140734,200,62.460798263549805,1.20118,0.129409,7.0,0.0,2.14673,800.0,9.934856414794922,0.708268,-0.0019686,70.363342729,9.877983808517456,8.55682
0.569785997998,-0.018118,200,72.63534951210022,1.00303,0.130771,95.0,0.0,2.14574,1700.0,10.167056798934937,0.707928,-0.00611261,320.4293994,10.117532014846802,8.5484
