AveragePolicyStd,Time,AverageReturn,Entropy,MaxReturn,LossBefore,NumTrajs,MinReturn,StdReturn,ExplainedVariance,MaxKL,LossAfter,Perplexity,TotalExecTime,MeanKL,ItrTime
1.00066,15.981259822845459,130.0,2.8392,1600.0,0.0104767,20,0.0,360.693775937,0.392911881264,10618.8,18.1855,17.1021,15.719907522201538,89.8652,15.981266260147095
1.00593,32.35695791244507,75.0,2.84968,1500.0,-0.0125283,20,0.0,326.917420766,0.226686542732,29.1935,-0.0127242,17.2822,16.182156801223755,0.217544,16.37117886543274
1.0028,47.89212203025818,35.0,2.84341,700.0,-0.0186967,20,0.0,152.561463024,0.411676136094,26.281,0.0111696,17.1743,15.399724006652832,0.229391,15.509254932403564
0.998114,63.29434871673584,45.0,2.83406,800.0,-0.00649887,20,0.0,174.570902501,0.23572034025,0.0101532,-0.00724609,17.0145,15.115953922271729,0.00022072,15.36191463470459
0.996512,79.60927510261536,0.0,2.83082,0.0,-0.0,20,0.0,0.0,1,0.0,-0.0,16.9593,16.16581416130066,0.0,16.29623246192932
0.996512,96.37632918357849,240.0,2.83082,2000.0,0.00992101,20,0.0,512.249938995,0.158068027175,56.8153,-0.343319,16.9593,16.54832649230957,0.556286,16.70760989189148
0.999012,112.04199409484863,0.0,2.83578,0.0,-0.0,20,0.0,0.0,1,0.0,-0.0,17.0436,15.604036808013916,0.0,15.660170793533325
