Entropy,AverageReturn,ItrTime,NumTrajs,TotalExecTime,MeanKL,StdReturn,MinReturn,Perplexity,Time,LossBefore,LossAfter,ExplainedVariance,MaxReturn,MaxKL,AveragePolicyStd
2.73374,7890.0,4.902101755142212,20,4.848754405975342,0.287034,4200.70232223,0.0,15.3903,4.902098655700684,-0.0159011,-0.0770224,0.483209947258,15900.0,1.47994,0.949513
2.71784,10845.0,4.81293511390686,20,4.757301330566406,0.0282442,6440.37848267,0.0,15.1475,9.718014478683472,-0.00149556,-0.00928659,0.713930957407,19400.0,0.0776644,0.941977
2.71709,12600.0,4.7930521965026855,20,4.75310206413269,0.0773091,7242.72048335,0.0,15.1362,14.521524906158447,-0.00556808,-0.0331774,0.599002740846,21100.0,0.460517,0.941587
2.71431,14875.0,4.900954246520996,20,4.877870798110962,0.0528658,3801.82521955,4200.0,15.0941,19.426162242889404,-0.0173026,-0.0407798,0.766790605232,19200.0,0.23798,0.940251
2.70565,13425.0,4.815983772277832,20,4.780288219451904,0.0527851,5600.43525094,0.0,14.9641,24.24839687347412,-0.00100067,-0.0165802,0.659595679991,19500.0,0.326501,0.936239
2.70515,15960.0,4.705340147018433,20,4.628634214401245,0.0304436,4482.34313724,0.0,14.9566,28.957476377487183,-0.0163841,-0.0289713,0.802290353079,22800.0,0.181564,0.936006
2.69696,16325.0,4.776556015014648,20,4.733349800109863,0.0236874,5149.93932003,2400.0,14.8346,33.737735748291016,-0.0110698,-0.026876,0.715761151484,22500.0,0.193065,0.932163
