Perplexity,ItrTime,AverageReturn,ExplainedVariance,AveragePolicyStd,MeanKL,MaxKL,LossAfter,MaxReturn,LossBefore,NumTrajs,Entropy,TotalExecTime,StdReturn,MinReturn,Time
13.0899,4.888236045837402,455.0,0.219008981111,0.876188,1.47858,46.278,-0.147868,1400.0,-0.0030171,40,2.57184,4.8132946491241455,356.335516052,0.0,4.888211965560913
13.0504,5.430636882781982,1755.0,0.393973486901,0.874787,0.119326,5.02649,-0.0667923,3500.0,-0.0348544,40,2.56882,5.346681594848633,702.833550707,400.0,10.322351932525635
12.825,4.589179992675781,1762.5,0.418788376351,0.867096,0.0324715,2.31868,-0.0195306,3500.0,-0.00395852,40,2.55139,4.545208692550659,790.470587688,200.0,14.915848731994629
12.7996,4.641618728637695,2352.5,0.522579805391,0.866203,0.033517,6.13488,-0.0896118,4000.0,-0.0680761,40,2.54942,4.585010051727295,754.316743815,700.0,19.559934377670288
12.3713,4.525053262710571,2457.5,0.479514448987,0.851471,0.217989,46.7042,-0.0455666,4600.0,0.00113513,40,2.51538,4.4931480884552,905.783500623,500.0,24.093717336654663
12.3783,4.573813199996948,2042.5,0.414652485862,0.851667,0.201289,7.31887,-0.052987,4000.0,-0.0076576,40,2.51594,4.539883852005005,914.299595319,0.0,28.678041696548462
12.331,4.7301342487335205,2735.0,0.533503413921,0.850051,0.0733896,2.56755,-0.0332769,4800.0,-0.00711525,40,2.51212,4.680503606796265,860.682868425,300.0,33.410834074020386
