MeanKL,LossAfter,ItrTime,NumTrajs,LossBefore,AveragePolicyStd,Entropy,TotalExecTime,AverageReturn,Perplexity,MaxKL,StdReturn,Time,MinReturn,ExplainedVariance,MaxReturn
0.0821559,0.00623788,6.602362394332886,20,0.0316441,1.0032,2.84416,6.479933023452759,280.0,17.1872,0.260745,823.16462509,6.602358341217041,0.0,0.0282209115479,3200.0
0.0550871,-0.0410618,6.558618783950806,20,-0.0168997,1.01915,2.87581,6.477578163146973,4435.0,17.7397,0.154292,3269.44567167,13.16795015335083,0.0,0.208381073039,11500.0
0.0186904,-0.0211778,6.462130308151245,20,-0.0116452,1.01486,2.86736,6.430243253707886,7260.0,17.5904,0.0837336,3923.69723603,19.633384227752686,2200.0,0.309610351902,16000.0
0.00508978,-0.0273289,6.558124780654907,20,-0.0225031,1.0119,2.86153,6.4896533489227295,9825.0,17.4883,0.0165981,3073.90224308,26.195534706115723,3000.0,0.481459316772,14400.0
0.00871889,-0.00381995,6.5020976066589355,20,0.00324478,1.00622,2.85028,6.467986822128296,10015.0,17.2927,0.034572,3699.22627045,32.700687408447266,2800.0,0.448982207972,16000.0
0.0157769,-0.0242802,6.8001298904418945,20,-0.0181776,1.00704,2.8519,6.747598171234131,11820.0,17.3207,0.0684758,4042.72185538,39.509252071380615,4500.0,0.488808466262,17900.0
0.0220363,-0.0381006,11.55147099494934,20,-0.0289945,1.00249,2.84282,11.509153842926025,11110.0,17.164,0.0699623,4210.0950108,51.065067291259766,4500.0,0.484548757936,18200.0
