MeanKL,NumTrajs,TotalExecTime,MinReturn,ItrTime,Perplexity,Entropy,LossAfter,MaxReturn,ExplainedVariance,AveragePolicyStd,Time,StdReturn,AverageReturn,MaxKL,LossBefore
0.0404914,20,10.676681280136108,1200.0,10.755024909973145,11.639,2.45436,-0.00182417,2600.0,0.843635922372,0.827472,10.755019664764404,416.983213091,1875.0,0.385088,0.00922954
0.00250179,20,10.543091297149658,500.0,10.615853071212769,11.7469,2.46359,0.00505166,2300.0,0.860604553333,0.831385,21.374406099319458,426.468052731,1825.0,0.0115448,0.00659424
0.00707336,20,10.547732830047607,900.0,10.582070112228394,11.7857,2.46689,-0.000797315,2800.0,0.86635047693,0.832744,31.965765714645386,405.555175038,1955.0,0.0728381,0.00445401
0.00415817,20,10.280153036117554,1400.0,10.333216428756714,11.812,2.46911,-0.00272658,2400.0,0.863749935655,0.833721,42.30926847457886,329.545141066,1880.0,0.0587887,-0.000241379
0.00587796,20,10.497250318527222,1500.0,10.586451053619385,11.8106,2.46899,0.00924827,2600.0,0.88842839288,0.833658,52.89937138557434,321.869538789,2080.0,0.0492012,0.0124887
0.00859881,20,10.366852283477783,1100.0,10.434259414672852,11.8845,2.47524,-0.00559364,2800.0,0.840016251157,0.836162,63.337642431259155,502.394267483,1960.0,0.0582858,0.00151855
0.00498515,20,10.48479962348938,1400.0,10.533035278320312,11.8936,2.476,0.00593185,2500.0,0.865112167788,0.836442,73.87460732460022,343.511280746,1800.0,0.0271392,0.00824861
