MaxKL,AverageReturn,LossBefore,ExplainedVariance,LossAfter,AveragePolicyStd,Time,ItrTime,MinReturn,NumTrajs,MeanKL,Entropy,Perplexity,StdReturn,MaxReturn,TotalExecTime
1.76946,14830.0,-0.004839,0.437005920466,-0.0441918,0.828509,8.218847274780273,8.218853235244751,8400.0,20,0.657988,2.46033,11.7087,4286.61871409,24400.0,8.15555715560913
0.820935,33590.0,-0.0285935,0.867860875548,-0.102583,0.826422,16.262742280960083,8.038822650909424,27300.0,20,0.418177,2.45549,11.6521,2652.15007117,39500.0,7.953367710113525
0.0474805,39610.0,-0.00810198,0.978574862746,-0.0112442,0.820583,24.0176784992218,7.747456312179565,37700.0,20,0.00379086,2.44119,11.4867,848.469209813,40700.0,7.69935417175293
0.0656183,38555.0,-0.0176504,0.971969477111,-0.0268302,0.818828,31.827900886535645,7.80401349067688,36400.0,20,0.0415743,2.43714,11.4403,1148.68402966,40100.0,7.7564568519592285
0.0291748,34415.0,-0.00250866,0.881916117003,-0.00526931,0.815329,39.59836721420288,7.765663385391235,0.0,20,0.00457206,2.42832,11.3398,11506.488387,39800.0,7.721266508102417
0.0618419,39050.0,-0.00160086,0.971666947252,-0.010429,0.81473,47.47160053253174,7.870742082595825,36200.0,20,0.0353785,2.42706,11.3256,1110.18016556,41200.0,7.827791213989258
0.0152657,39415.0,0.00844221,0.974818797191,0.00620692,0.814261,55.39746069908142,7.922096252441406,37000.0,20,0.00478585,2.42626,11.3165,965.025906388,40700.0,7.879688024520874
