Perplexity,Time,TotalExecTime,MeanKL,AverageReturn,StdReturn,Entropy,MaxReturn,LossBefore,ItrTime,ExplainedVariance,MinReturn,AveragePolicyStd,NumTrajs,LossAfter,MaxKL
17.1557,10.886534214019775,10.796639680862427,0.313624,4420.0,3174.99606299,2.84233,10200.0,0.00241281,10.88654112815857,0.366944027919,0.0,1.00326,20,-0.0452114,1.04048
17.1971,21.60637331008911,10.662917137145996,0.260222,13600.0,3807.09863282,2.84474,22000.0,-0.0150618,10.715308427810669,0.374042415643,7400.0,1.00427,20,-0.0859555,0.620309
17.0681,32.332846879959106,10.665320634841919,0.099591,18435.0,3216.09623612,2.83721,24400.0,-0.00586235,10.722573280334473,0.446910493792,12200.0,1.00056,20,-0.0374096,0.227935
17.0182,42.948039531707764,10.519869327545166,0.134792,21440.0,4630.37795434,2.83428,28600.0,-0.00937363,10.602493524551392,0.566057669744,9300.0,0.999137,20,-0.046447,0.36106
16.9386,53.75072360038757,10.743722200393677,0.234455,20495.0,6105.77390672,2.82959,35100.0,-0.0210625,10.795379161834717,0.546553382877,0.0,0.996725,20,-0.0793441,0.528747
16.7611,64.56055474281311,10.721864223480225,0.261869,13825.0,3323.83438216,2.81906,22900.0,0.00420709,10.805959463119507,0.489422124449,9000.0,0.991533,20,-0.0540325,0.529122
16.7964,75.228036403656,10.614339351654053,0.105276,20925.0,7050.02659569,2.82117,35300.0,-0.0234286,10.658791542053223,0.603899518603,0.0,0.99256,20,-0.0547453,0.309388
