StdReturn,TotalExecTime,LossBefore,MinReturn,LossAfter,Entropy,AveragePolicyStd,Time,MeanKL,AverageReturn,ExplainedVariance,NumTrajs,ItrTime,MaxKL,Perplexity,MaxReturn
0.0,6.224881649017334,-0.0,0.0,-0.0,2.56857,0.87453,6.298860311508179,0.0,0.0,1,20,6.29886531829834,0.0,13.0471,0.0
0.0,6.410873651504517,-0.0,0.0,-0.0,2.56857,0.87453,12.756229400634766,0.0,0.0,1,20,6.4522340297698975,0.0,13.0471,0.0
21.7944947177,6.409623384475708,0.0299173,0.0,0.0146398,2.56857,0.87453,19.197921752929688,0.0392406,5.0,0.0342561926601,20,6.437312841415405,0.175422,13.0471,100.0
371.348892553,6.2742743492126465,0.00213562,0.0,-0.000757881,2.58353,0.880996,25.53280019760132,0.00516944,190.0,0.131047030147,20,6.332176208496094,0.0127567,13.2438,1500.0
466.127664916,6.572739362716675,-0.000706501,0.0,-0.0223237,2.5846,0.881484,32.16135811805725,0.0462335,235.0,0.080371587643,20,6.623978853225708,0.340686,13.2579,2100.0
1053.51791632,6.302062273025513,0.0197318,0.0,0.00564986,2.58424,0.88131,38.512404680252075,0.0218403,1410.0,0.325143874307,20,6.343882322311401,0.0488447,13.2533,3500.0
1128.66071075,6.373272657394409,0.00330922,1500.0,-0.00638368,2.59411,0.885767,44.940030336380005,0.0226886,3475.0,0.475746823907,20,6.404057025909424,0.0449702,13.3847,6000.0
