MaxKL,Perplexity,AverageReturn,StdReturn,MeanKL,TotalExecTime,AveragePolicyStd,Entropy,LossBefore,Time,LossAfter,MaxReturn,ItrTime,ExplainedVariance,NumTrajs,MinReturn
22480.2,17.1021,60.0,124.09673646,193.113,17.052355766296387,1.00066,2.8392,0.0105812,17.36947798728943,32.721,400.0,17.369484186172485,0.534505411643,20,0.0
0.0,17.284,0.0,0.0,0.0,16.70085597038269,1.00599,2.84978,-0.0,34.44106316566467,-0.0,0.0,17.067471742630005,1,20,0.0
104.482,17.284,75.0,250.748878362,0.619655,17.81862735748291,1.00599,2.84978,-0.00207161,52.42415523529053,0.269298,1100.0,17.97336220741272,0.138216891493,20,0.0
0.0,17.2661,0.0,0.0,0.0,16.942586183547974,1.00545,2.84875,-0.0,69.4897608757019,-0.0,0.0,17.061902046203613,1,20,0.0
1840.98,17.2661,5.0,21.7944947177,29.6773,16.72817587852478,1.00545,2.84875,0.00787625,86.30234694480896,-5.69703,100.0,16.809619665145874,0.172904404394,20,0.0
0.0,17.3343,0.0,0.0,0.0,16.585973978042603,1.00743,2.85268,-0.0,103.06798577308655,-0.0,0.0,16.715754747390747,1,20,0.0
0.0,17.3343,0.0,0.0,0.0,17.345927000045776,1.00743,2.85268,-0.0,120.6146023273468,-0.0,0.0,17.50528049468994,1,20,0.0
