MinReturn,AveragePolicyStd,TotalExecTime,MeanKL,ItrTime,NumTrajs,LossBefore,Entropy,MaxReturn,ExplainedVariance,Perplexity,StdReturn,LossAfter,Time,MaxKL,AverageReturn
1100.0,0.949513,11.16636323928833,0.303925,11.272155046463013,20,-0.0014611,2.73374,5100.0,0.572808297346,15.3903,1330.63894427,-0.0386248,11.272148132324219,1.86844,2520.0
600.0,0.948631,11.277242660522461,0.039417,11.347946643829346,20,0.0104818,2.73228,21300.0,0.783144631218,15.3678,8098.54307885,-0.0037686,22.624016761779785,0.150344,12440.0
1300.0,0.95123,11.99344277381897,0.237447,12.12126898765564,20,-0.0183735,2.73752,21900.0,0.704587062366,15.4486,5573.76667972,-0.0660993,34.758466482162476,2.31107,16575.0
200.0,0.946828,12.41580080986023,0.0580748,12.456924200057983,20,-0.00880004,2.72833,21000.0,0.824989949727,15.3073,5058.05051378,-0.0346556,47.226635456085205,0.322503,16525.0
200.0,0.944775,11.898478984832764,0.0545506,11.933655738830566,20,-0.023874,2.72393,21900.0,0.83362846285,15.2401,6189.61024621,-0.0411056,59.16852617263794,0.338311,17515.0
0.0,0.939124,11.458698749542236,0.0666309,11.580760478973389,20,-0.0170064,2.71199,22500.0,0.76846510068,15.0593,8693.30058148,-0.0402935,70.75529408454895,0.335455,13655.0
0.0,0.935116,11.965487003326416,0.0283014,12.019190788269043,20,-0.00821952,2.70349,22200.0,0.847269823528,14.9318,6014.5885146,-0.0187798,82.77952671051025,0.122546,17765.0
