MaxReturn,TotalExecTime,Perplexity,MeanKL,LossAfter,Entropy,AverageReturn,MinReturn,ItrTime,LossBefore,ExplainedVariance,StdReturn,NumTrajs,Time,MaxKL,AveragePolicyStd
11600.0,10.79262375831604,17.1557,0.583084,-0.0476399,2.84233,5760.0,0.0,10.889960050582886,0.0266813,0.377813510334,3185.96924028,20,10.889954805374146,2.24689,1.00326
8300.0,10.667533159255981,17.6196,0.218293,-0.0420618,2.86901,2175.0,0.0,10.719763040542603,0.0117913,0.130224246084,1912.03425702,20,21.614169597625732,0.466728,1.01704
28700.0,10.592519760131836,17.7238,0.103799,-0.056956,2.87491,17400.0,0.0,10.63104248046875,-0.0300018,0.592905663905,7222.67263553,20,32.248878717422485,0.338702,1.02019
32600.0,10.45912504196167,17.4599,0.0376757,-0.0269574,2.85991,25785.0,18100.0,10.528869867324829,-0.0163855,0.616995737183,4534.34394373,20,42.78227090835571,0.140172,1.01267
33600.0,10.628937482833862,17.3174,0.0904894,-0.0596732,2.85171,26090.0,0.0,10.684170722961426,-0.0330532,0.764963829767,7082.57721455,20,53.47266101837158,0.273462,1.00838
27700.0,10.564512491226196,17.0336,0.264011,-0.0571234,2.83519,22065.0,16400.0,10.625833988189697,0.00863891,0.614645974107,2845.74682641,20,64.10372257232666,0.846753,1.0001
21600.0,10.719695329666138,17.1073,0.137828,-0.0540291,2.83951,11155.0,0.0,10.75911808013916,-0.0111894,0.488846417009,5102.30095153,20,74.86818289756775,0.336375,1.00208
