AveragePolicyStd,StdReturn,MaxKL,LossAfter,NumTrajs,ExplainedVariance,MaxReturn,ItrTime,LossBefore,MinReturn,AverageReturn,Time,TotalExecTime,MeanKL,Entropy,Perplexity
0.956152,3070.92819844,0.250767,-0.0146269,20,0.52524125518,12800.0,32.871004819869995,-0.00662039,0.0,1180.0,32.870996713638306,32.44807291030884,0.0201298,2.7481,15.613
0.952949,8328.5217776,0.0696668,-0.0137764,20,0.754197210783,26400.0,34.61991906166077,-0.00896877,0.0,3535.0,67.50950956344604,34.33482766151428,0.00966217,2.74148,15.51
0.95082,13121.2604196,0.0643515,-0.0261514,20,0.751019337135,36000.0,33.17393660545349,-0.0191183,0.0,10195.0,100.701420545578,32.83630299568176,0.0125478,2.737,15.4406
0.946283,10371.5608758,0.617217,-0.0251929,20,0.731602099812,31800.0,32.488776206970215,-0.00601162,0.0,8315.0,133.23055839538574,32.15401530265808,0.106411,2.72744,15.2937
0.944857,5492.21266886,0.088251,-0.0190784,20,0.542775225794,20000.0,33.12443161010742,-0.0114895,0.0,2140.0,166.3650996685028,32.719109773635864,0.0166941,2.72443,15.2478
0.942148,12379.434559,0.0551423,-0.000507979,20,0.775490871449,35500.0,31.055301904678345,0.00330346,0.0,6540.0,197.44135451316833,30.802199363708496,0.00613901,2.71869,15.1604
0.942932,3988.39253334,0.158722,-0.0152644,20,0.769155108547,18300.0,32.31426501274109,-0.00873495,0.0,915.0,229.7783501148224,32.13243818283081,0.0111196,2.72034,15.1855
