1ExplainedVariance,1MaxReturn,1AverageReturn,1MinReturn,0ExplainedVariance,0EnvExecTime,1AveragePolicyStd,0StdReturn,1StdReturn,1EnvExecTime,1NumTrajs,LossBefore,0MinReturn,MeanKLBefore,LossAfter,MeanKL,ItrTime,Time,0NumTrajs,ComputeUpdatedDistTime,0Entropy,0ProcessExecTime,1Perplexity,0Perplexity,0AverageReturn,1Entropy,dLoss,0AveragePolicyStd,0PolicyExecTime,1ProcessExecTime,1PolicyExecTime,0MaxReturn
1,0.0,0.0,0.0,1,24.067782163619995,1.0,0.0,0.0,25.270580291748047,400,0.0,0.0,0.0,0.0,0.0,87.50447249412537,87.50446939468384,400,6.81640100479126,2.83788,0.4396359920501709,17.0795,17.0795,0.0,2.83788,0.0,1.0,4.586146593093872,0.4282660484313965,15.518841028213501,0.0
1,0.0,0.0,0.0,1,23.567352056503296,1.0,0.0,0.0,25.250598907470703,400,0.0,0.0,0.0,0.0,0.0,75.96976804733276,164.56222224235535,400,0.4155433177947998,2.83788,0.4176290035247803,17.0795,17.0795,0.0,2.83788,0.0,1.0,4.418135404586792,0.4024355411529541,15.483223915100098,0.0
0.0171565683197,500.0,1.75,0.0,0.0353752387478,24.000990390777588,0.999233,38.9543001477,26.8688946553,25.414257764816284,400,-3.02679825648e-10,0.0,5.35510524813e-10,-0.00312063097954,0.00715640978888,76.62596297264099,241.1990728378296,400,0.543708324432373,2.83788,0.42931175231933594,17.0528,17.0795,2.75,2.83631,0.00312063067686,1.0,4.688760280609131,0.3788461685180664,15.880605459213257,600.0
0.0134664754576,100.0,0.25,0.0,0.0283983402567,23.704652309417725,0.999126,11.1551557587,4.99374608886,25.895766496658325,400,3.72529035397e-10,0.0,-2.32830643654e-10,-0.00174033350777,0.00704905297607,76.32933163642883,318.5818474292755,400,0.4694983959197998,2.83773,0.4271247386932373,17.0494,17.077,0.75,2.83612,0.0017403338803,0.999928,4.682062864303589,0.36897802352905273,15.754321575164795,200.0
0.0314781065245,1400.0,7.75,0.0,0.0350833392798,24.418639183044434,0.992964,67.2290859673,78.8348748968,25.001302242279053,400,2.79396783487e-10,0.0,-9.54605727799e-10,-0.00236381101422,0.00809553824365,75.30829739570618,393.90439319610596,400,0.4493839740753174,2.82371,0.4262847900390625,16.8396,16.8393,5.5,2.82373,0.00236381129362,0.992947,4.830283164978027,0.3775341510772705,15.335546016693115,1200.0
0.0564616506522,2200.0,35.0,0.0,0.0684099384956,24.08516573905945,1.00255,89.0379132729,163.018403869,26.306185007095337,400,-3.25962867809e-10,0.0,7.91623988583e-10,-0.00685498816893,0.00694898981601,76.590646982193,471.4388937950134,400,0.4352457523345947,2.83823,0.43474769592285156,17.1635,17.0855,16.5,2.84278,0.00685498784296,1.00019,4.4884254932403564,0.38472843170166016,16.176416158676147,800.0
0.0715420057611,1800.0,62.25,0.0,0.0819369463792,23.73855948448181,0.998829,159.549365401,210.712926751,24.957701921463013,400,2.08965511561e-09,0.0,5.43659739449e-09,-0.00893485173583,0.00698352744803,74.01995372772217,545.4716668128967,400,0.4274284839630127,2.83517,0.42629575729370117,17.0364,17.0334,38.0,2.83535,0.00893485382549,0.998668,4.371049880981445,0.37117624282836914,15.18391728401184,1500.0
0.0744213886381,1500.0,83.5,0.0,0.0550134114584,23.739928483963013,1.00059,213.480678283,200.568566829,24.835911750793457,400,1.72294667422e-09,0.0,-3.2596342292e-10,-0.00769818946719,0.00653651403263,73.77911353111267,620.1701564788818,400,0.4058387279510498,2.83856,0.4148736000061035,17.0941,17.0911,74.0,2.83873,0.00769819119014,1.00037,4.642237424850464,0.36373472213745117,15.044921636581421,2100.0
0.0658830479363,4600.0,280.5,0.0,0.103340141521,24.024465322494507,0.989122,351.843360034,557.287852012,25.12668251991272,400,5.47152045893e-10,0.0,4.01632921365e-10,-0.0078373644501,0.00729235680774,75.19241905212402,695.3749854564667,400,0.46338748931884766,2.82307,0.4077432155609131,16.7042,16.8285,172.5,2.81566,0.00783736499725,0.992641,4.674543619155884,0.3863096237182617,16.000808000564575,4300.0
0.075583566456,4000.0,284.75,0.0,0.0726995659881,23.790684461593628,0.992013,292.473930462,493.75341771,25.13666796684265,400,2.44472198041e-09,0.0,4.19093426629e-10,-0.0102970805019,0.00946496799588,75.15835475921631,771.5355198383331,400,0.4021332263946533,2.81283,0.4218411445617676,16.8011,16.657,153.0,2.82144,0.0102970829466,0.987562,4.351165771484375,0.4076528549194336,15.499615907669067,2500.0
0.10196932264,2000.0,208.0,0.0,0.0840134157781,23.297950267791748,0.990001,252.964424376,334.044907161,24.90834927558899,400,-1.19907783702e-09,0.0,1.14087042036e-08,-0.00916771404445,0.00937943998724,73.91076135635376,845.4520254135132,400,0.5203957557678223,2.8162,0.41489720344543457,16.7336,16.7132,153.0,2.81742,0.00916771284537,0.989221,4.235006809234619,0.35934877395629883,15.98552942276001,1700.0
0.119212640816,3100.0,353.75,0.0,0.114661064538,23.5361225605011,0.980007,333.949752957,438.27609734,25.33909296989441,400,8.73114913702e-11,0.0,2.42143904927e-09,-0.00622249953449,0.00735940644518,74.60886454582214,920.9930827617645,400,0.4619112014770508,2.80048,0.41522860527038574,16.3996,16.4525,255.25,2.79726,0.0062224996218,0.981488,4.556785821914673,0.35909032821655273,15.730143547058105,2100.0
