0AverageReturn,0NumTrajs,ItrTime,0MaxReturn,0AveragePolicyStd,ComputeUpdatedDistTime,1MinReturn,dLoss,0ExplainedVariance,1ExplainedVariance,1NumTrajs,0PolicyExecTime,1ProcessExecTime,MeanKLBefore,LossBefore,0MinReturn,0Entropy,1PolicyExecTime,1AveragePolicyStd,0StdReturn,0Perplexity,Time,1Entropy,1MaxReturn,0ProcessExecTime,LossAfter,0EnvExecTime,1Perplexity,1EnvExecTime,MeanKL,1AverageReturn,1StdReturn
5.5625,1600,107.91656446456909,1800.0,0.5273,0.09168004989624023,0.0,0.00355775945354,0.0810945241547,0.620439656175,1600,24.428162813186646,0.8823127746582031,0.0,-2.67755240202e-09,0.0,1.5578,38.61573529243469,0.526907,91.9255600676,4.74837,5144.155499696732,1.55629,2900.0,0.912409782409668,-0.00355776213109,19.332152605056763,4.74119,19.545886039733887,0.00797672197223,648.8125,1126.39295534
2.5625,1600,102.2055778503418,1900.0,0.520914,0.10356593132019043,0.0,0.00646116270218,0.0327596005892,0.605663124929,1600,22.738553285598755,0.8648135662078857,0.0,5.82076609135e-10,0.0,1.53352,34.939398765563965,0.520919,60.5159780037,4.63447,5249.248859882355,1.53354,2800.0,0.9043974876403809,-0.0064611621201,19.332859754562378,4.63456,19.295542240142822,0.00887459516525,523.9375,922.860090205
2.5625,1600,106.43415713310242,2100.0,0.51637,0.10341143608093262,0.0,0.00834694784135,0.0392401421433,0.614296799847,1600,22.991076469421387,0.8557884693145752,-1.49011585293e-08,-9.31322574615e-10,0.0,1.51595,38.673561334609985,0.516147,65.6672185626,4.55374,5358.787828683853,1.51509,2500.0,0.9214293956756592,-0.00834694877267,19.543598890304565,4.54983,19.28891944885254,0.00822329614311,359.9375,677.413275699
0.0,1600,105.2199239730835,0.0,0.511568,0.6325271129608154,0.0,0.00328523013741,1,0.0103997968317,1600,22.84123992919922,0.8679299354553223,0.0,2.32830643654e-10,0.0,1.49716,36.98241925239563,0.511568,0.0,4.46896,5466.557152271271,1.49716,800.0,0.9163930416107178,-0.00328522990458,19.555366039276123,4.46896,19.307825565338135,0.00937689375132,0.5,19.9937490231
6.375,1600,106.78367781639099,1900.0,0.509314,0.10817170143127441,0.0,0.00380203081295,0.0716692215086,0.61332950899,1600,25.661380767822266,0.9049744606018066,0.0,4.65661287308e-10,0.0,1.4884,35.671974658966064,0.509306,93.524645816,4.43002,5576.216744422913,1.48838,2900.0,0.9208247661590576,-0.00380203034729,19.474964380264282,4.42993,19.879520654678345,0.00659838691354,643.4375,1117.65130233
1.9375,1600,104.99909663200378,1500.0,0.50279,0.09717011451721191,0.0,0.00359518197365,0.0237044473893,0.615947817517,1600,24.244658708572388,0.8891243934631348,0.0,3.49245965481e-09,0.0,1.46237,35.67708373069763,0.503733,48.5025369826,4.31616,5683.99404501915,1.46613,2900.0,0.9117910861968994,-0.00359517848119,19.427459955215454,4.33245,19.6379816532135,0.00673488155007,640.3125,1113.15145077
1.0625,1600,109.17024612426758,1700.0,0.496877,0.08566832542419434,0.0,0.005951760686,0.0147682857147,0.621401115469,1600,27.431873321533203,0.8914804458618164,0.0,-5.82076609135e-10,0.0,1.4379,36.21592140197754,0.497474,42.4867166742,4.21182,5796.254825353622,1.44023,2900.0,0.9355905055999756,-0.00595176126808,19.867772102355957,4.22168,19.60505962371826,0.00804098602384,568.75,998.504350266
1.875,1600,107.06373977661133,1800.0,0.494361,0.08907842636108398,0.0,0.00592911941931,0.0364834615266,0.64324384191,1600,22.21741509437561,0.8799879550933838,0.0,1.39698386192e-09,0.0,1.42699,39.88084292411804,0.494495,54.0507573952,4.16612,5906.039175271988,1.42754,2800.0,0.9093921184539795,-0.00592911802232,19.422560453414917,4.16842,19.636067152023315,0.00705937994644,529.0625,929.508806356
0.0,1600,103.7366156578064,0.0,0.494248,0.11055994033813477,0.0,0.0,1,1,1600,22.702108144760132,0.8714017868041992,0.0,0.0,0.0,1.42627,36.058335304260254,0.494248,0.0,4.16313,6012.679988145828,1.42627,0.0,0.8861520290374756,0.0,19.332926988601685,4.16313,19.408478260040283,0.0,0.0,0.0
1.25,1600,101.21211409568787,1200.0,0.494248,0.0906674861907959,0.0,0.00488312635571,0.0302023679068,0.651576386747,1600,21.2861008644104,0.8926506042480469,0.0,3.72529029846e-09,0.0,1.42627,35.176923751831055,0.494639,36.0338382635,4.16313,6116.231140136719,1.42792,2900.0,0.888512372970581,-0.00488312263042,19.159902334213257,4.17002,19.745121479034424,0.00788064114749,592.5,1033.3894474
0.0,1600,104.36249446868896,0.0,0.488432,0.6346585750579834,0.0,0.0,1,1,1600,23.056724309921265,0.8861312866210938,0.0,0.0,0.0,1.40175,35.21195864677429,0.488432,0.0,4.06231,6223.1651263237,1.40175,0.0,0.9139559268951416,0.0,19.446077823638916,4.06231,19.631253242492676,0.0,0.0,0.0
0.0,1600,106.8338873386383,0.0,0.488432,0.09045672416687012,0.0,0.0,1,1,1600,24.402599096298218,0.8747327327728271,0.0,0.0,0.0,1.40175,37.192429542541504,0.488432,0.0,4.06231,6332.425667047501,1.40175,0.0,0.9126718044281006,0.0,19.353572607040405,4.06231,19.537850379943848,0.0,0.0,0.0
0.0,1600,105.04810118675232,0.0,0.488432,0.08782577514648438,0.0,0.0,1,1,1600,21.941728353500366,0.8922264575958252,0.0,0.0,0.0,1.40175,37.73242688179016,0.488432,0.0,4.06231,6440.849862337112,1.40175,0.0,0.9064774513244629,0.0,19.42011594772339,4.06231,19.562886476516724,0.0,0.0,0.0
0.0,1600,117.83476519584656,0.0,0.488432,0.09095144271850586,0.0,0.00510088959709,1,0.0213015112539,1600,28.514736890792847,0.9809665679931641,0.0,-4.65661287308e-10,0.0,1.40175,41.22868990898132,0.488432,0.0,4.06231,6561.513735532761,1.40175,900.0,1.009355068206787,-0.00510089006275,20.771403312683105,4.06231,20.943217992782593,0.00892928615212,0.5625,22.492967651
0.375,1600,111.85006499290466,600.0,0.4916,0.09702229499816895,0.0,0.00574694614625,0.00752265318726,0.623272501586,1600,25.909736156463623,0.9076709747314453,0.0,-2.85217538476e-09,0.0,1.41526,39.118916749954224,0.491347,14.9953117673,4.11757,6676.525741815567,1.41431,2700.0,0.9777524471282959,-0.00574694899842,20.427208185195923,4.11365,20.145069360733032,0.00778809888288,504.25,886.020280524
0.6875,1600,105.02464199066162,1100.0,0.489285,0.11100316047668457,0.0,0.00471259478945,0.0122969310516,0.644407802099,1600,23.208656549453735,0.8821589946746826,0.0,1.51339918375e-09,0.0,1.40523,36.18087720870972,0.489493,27.4914049068,4.07648,6784.64924621582,1.40608,2800.0,0.9143719673156738,-0.00471259327605,19.684630393981934,4.07995,19.782774925231934,0.00773323467001,581.9375,1016.65136408
0.0,1600,128.54251170158386,0.0,0.485334,0.12233757972717285,0.0,0.0,1,1,1600,27.284520626068115,1.0178344249725342,0.0,0.0,0.0,1.38807,50.889631032943726,0.485334,0.0,4.00712,6915.9039051532745,1.38807,0.0,0.9826552867889404,0.0,20.83760094642639,4.00712,22.46665048599243,0.0,0.0,0.0
0.0,1600,153.52347469329834,0.0,0.485334,0.12212467193603516,0.0,0.0,1,1,1600,38.63773989677429,1.1505498886108398,0.0,0.0,0.0,1.38807,60.03491830825806,0.485334,0.0,4.00712,7072.281786441803,1.38807,0.0,1.1006841659545898,0.0,23.077977180480957,4.00712,24.104680061340332,0.0,0.0,0.0
0.0,1600,157.39411807060242,0.0,0.485334,0.09988689422607422,0.0,0.0,1,1,1600,43.62971758842468,1.0888395309448242,0.0,0.0,0.0,1.38807,59.575594902038574,0.485334,0.0,4.00712,7233.838902235031,1.38807,0.0,1.1272063255310059,0.0,23.225672483444214,4.00712,23.459381103515625,0.0,0.0,0.0
0.0,1600,159.35856652259827,0.0,0.485334,0.10936713218688965,0.0,0.0,1,1,1600,39.67761564254761,1.1229214668273926,0.0,0.0,0.0,1.38807,64.84221339225769,0.485334,0.0,4.00712,7396.856312990189,1.38807,0.0,1.107060432434082,0.0,23.237516164779663,4.00712,23.97011685371399,0.0,0.0,0.0
0.0,1600,155.56573820114136,0.0,0.485334,0.10262227058410645,0.0,0.0,1,1,1600,41.360716342926025,1.112741231918335,0.0,0.0,0.0,1.38807,58.902868032455444,0.485334,0.0,4.00712,7555.455514431,1.38807,0.0,1.1222202777862549,0.0,23.3622727394104,4.00712,24.115078687667847,0.0,0.0,0.0
0.0,1600,171.1975612640381,0.0,0.485334,0.09439802169799805,0.0,0.0,1,1,1600,48.29938244819641,1.2032153606414795,0.0,0.0,0.0,1.38807,64.76462054252625,0.485334,0.0,4.00712,7730.675721645355,1.38807,0.0,1.1802003383636475,0.0,24.248245239257812,4.00712,25.7517569065094,0.0,0.0,0.0
0.0,1600,187.414235830307,0.0,0.485334,0.11213350296020508,0.0,0.0,1,1,1600,50.41305613517761,1.2703490257263184,0.0,0.0,0.0,1.38807,74.14666485786438,0.485334,0.0,4.00712,7921.163261175156,1.38807,0.0,1.303724765777588,0.0,26.135904550552368,4.00712,27.35105299949646,0.0,0.0,0.0
