AverageReturn,ItrTime,TotalExecTime,MaxReturn,NumTrajs,MinReturn,MeanKL,Perplexity,StdReturn,LossBefore,ExplainedVariance,Entropy,Time,MaxKL,LossAfter,AveragePolicyStd
90.0,6.507219552993774,6.433543682098389,200.0,40,0.0,0.224762,5.67789,43.5889894354,-0.0143888,0.685299161415,1.73658,6.507214069366455,1.10192,-0.0650639,0.58088
87.5,7.038838624954224,6.9447057247161865,200.0,40,0.0,0.0234759,5.59678,50.9288719687,0.0266301,0.624809698409,1.72219,13.549883365631104,0.197127,0.0064384,0.576747
92.5,6.168790578842163,6.1331446170806885,200.0,40,0.0,0.013581,5.67179,41.1551940829,-0.0245408,0.756501652021,1.73551,19.721338033676147,0.198021,-0.0359976,0.580852
82.5,6.135582685470581,6.0851240158081055,200.0,40,0.0,0.00942846,5.60262,44.0879802214,0.0300448,0.66663487063,1.72323,25.86218810081482,0.0901054,0.0198783,0.577019
92.5,6.233500242233276,6.1777966022491455,200.0,40,0.0,0.023345,5.68742,41.1551940829,-0.0103473,0.725521691754,1.73826,32.10674977302551,0.122103,-0.0219676,0.58151
95.0,6.192724704742432,6.120162725448608,200.0,40,0.0,0.0256764,5.65807,38.4057287393,-0.015575,0.789439588186,1.73308,38.30783295631409,0.200169,-0.0293548,0.579875
110.0,6.444077968597412,6.3983659744262695,200.0,40,0.0,0.0188173,5.61418,53.8516480713,-0.010354,0.716089680643,1.7253,44.76260805130005,0.206464,-0.0257438,0.577272
