MeanKL,ItrTime,AverageReturn,Time,StdReturn,NumTrajs,AveragePolicyStd,Perplexity,LossAfter,MaxReturn,Entropy,TotalExecTime,MaxKL,LossBefore,MinReturn,ExplainedVariance
0.200582,13.008538722991943,8785.0,13.008533239364624,4150.45479436,20,0.949513,15.3903,-0.0662364,17300.0,2.73374,12.928930044174194,0.607755,-0.0161073,3700.0,0.398425017813
0.214216,11.874908208847046,13845.0,24.892515182495117,3699.92905337,20,0.942286,15.1444,-0.0889256,19300.0,2.71763,11.792692184448242,0.796588,-0.0361625,5700.0,0.537386271895
0.104244,11.241966724395752,14885.0,36.14258790016174,6260.13378451,20,0.933769,14.873,-0.02229,22600.0,2.69955,11.202712059020996,0.309433,0.00226907,2600.0,0.772007578792
0.122964,11.979604482650757,18765.0,48.12587285041809,1416.43037245,20,0.934204,14.8899,-0.0681382,21500.0,2.70068,11.859566688537598,0.708164,-0.0342754,15000.0,0.902281122873
0.158673,11.240857124328613,13400.0,59.372803688049316,8301.38542654,20,0.926145,14.6369,-0.0604528,22400.0,2.68355,11.122328996658325,0.795192,-0.0222079,0.0,0.756896121795
0.00601864,11.822236061096191,17635.0,71.19870948791504,6239.73356803,20,0.920981,14.4753,-0.0094794,22800.0,2.67244,11.760090351104736,0.0297968,-0.00472696,0.0,0.867705485519
0.0304528,10.822579383850098,19510.0,82.04292345046997,4705.94305108,20,0.919782,14.4411,-0.0165927,23000.0,2.67008,10.789396286010742,0.162414,-0.00708615,0.0,0.92285503615
