Entropy,TotalExecTime,MinReturn,AverageReturn,Perplexity,LossAfter,NumTrajs,MaxKL,ItrTime,StdReturn,MeanKL,MaxReturn,ExplainedVariance,AveragePolicyStd,Time,LossBefore
2.83651,17.04839277267456,0.0,10.0,17.0561,0.013443,20,0.11312,17.273966312408447,30.0,0.00290284,100.0,0.119241260031,0.999438,17.2739577293396,0.0157047
2.85221,16.572914123535156,0.0,30.0,17.3261,0.00797769,20,9.25658,16.805991888046265,130.766968306,0.113966,600.0,0.0944384846514,1.00728,34.0850510597229,0.0030815
2.85376,16.719178438186646,0.0,0.0,17.3528,-0.0,20,0.0,16.87906241416931,0.0,0.0,0.0,1,1.00804,50.98108673095703,-0.0
2.85376,15.828760147094727,0.0,20.0,17.3528,0.00659329,20,13.4779,16.009089469909668,87.1779788708,0.0764908,400.0,0.128885124649,1.00804,67.02722144126892,-0.00945392
2.84903,15.766764163970947,0.0,0.0,17.271,-0.0,20,0.0,15.914917945861816,0.0,0.0,0.0,1,1.00568,82.97419285774231,-0.0
2.84903,14.642428398132324,0.0,0.0,17.271,-0.0,20,0.0,14.833829164505005,0.0,0.0,0.0,1,1.00568,97.8254554271698,-0.0
2.84903,16.880966901779175,0.0,0.0,17.271,-0.0,20,0.0,16.966543436050415,0.0,0.0,0.0,1,1.00568,114.83208203315735,-0.0
