LossAfter,LossBefore,NumTrajs,MaxReturn,MinReturn,StdReturn,Perplexity,TotalExecTime,AverageReturn,AveragePolicyStd,Entropy,ItrTime,MaxKL,MeanKL,ExplainedVariance,Time
-0.124763,0.0243846,40,2800.0,300.0,531.013182511,5.67789,5.673607349395752,1405.0,0.58088,1.73658,5.742959499359131,5.54108,1.60842,0.481937996344,5.742957592010498
-0.0807687,-0.0619979,40,7900.0,6700.0,264.149578837,5.81804,5.142719745635986,7285.0,0.58891,1.76096,5.212173223495483,0.184136,0.058237,0.988486289177,10.962185859680176
-0.0478069,-0.0329131,40,7900.0,6900.0,250.79872408,5.64046,5.431525945663452,7440.0,0.57978,1.72997,5.486674547195435,0.234023,0.0540176,0.991782263792,16.464151620864868
-0.0414033,-0.0272681,40,8000.0,6900.0,244.834127523,5.54839,5.360245704650879,7557.5,0.574787,1.71351,5.463022708892822,0.180848,0.0395576,0.993038207773,21.94006872177124
-0.0421618,-0.0297415,40,8100.0,7200.0,213.87788572,5.47326,5.219284772872925,7622.5,0.570431,1.69987,5.321621417999268,0.226084,0.0335556,0.994109967383,27.265963077545166
-0.0213623,0.00271126,40,8100.0,7300.0,205.411173016,5.39247,6.0401270389556885,7692.5,0.566078,1.685,6.100193738937378,0.362046,0.0591087,0.995794585184,33.372371673583984
-0.056733,-0.0316029,40,8100.0,7400.0,196.198241582,5.39979,5.408693075180054,7772.5,0.566411,1.68636,5.460776329040527,0.185304,0.110662,0.994231024608,38.83836221694946
