AveragePolicyStd,TotalExecTime,ExplainedVariance,MaxReturn,MaxKL,LossAfter,Perplexity,LossBefore,StdReturn,Time,MeanKL,Entropy,ItrTime,AverageReturn,NumTrajs,MinReturn
0.999438,13.195605754852295,1,0.0,0.0,-0.0,17.0561,-0.0,0.0,13.339539051055908,0.0,2.83651,13.339541673660278,0.0,20,0.0
0.999438,13.607256650924683,0.0882929714838,600.0,1.70288,0.0110203,17.0561,0.0119261,130.766968306,27.26777744293213,0.018673,2.83651,13.907756567001343,30.0,20,0.0
1.00235,17.275198221206665,1,0.0,0.0,-0.0,17.1581,-0.0,0.0,44.73824882507324,0.0,2.84247,17.459935426712036,0.0,20,0.0
1.00235,15.91109848022461,1,0.0,0.0,-0.0,17.1581,-0.0,0.0,60.879409313201904,0.0,2.84247,16.106431245803833,0.0,20,0.0
1.00235,16.530280113220215,1,0.0,0.0,-0.0,17.1581,-0.0,0.0,77.54465246200562,0.0,2.84247,16.642871856689453,0.0,20,0.0
1.00235,15.031156301498413,1,0.0,0.0,-0.0,17.1581,-0.0,0.0,92.75610256195068,0.0,2.84247,15.204764604568481,0.0,20,0.0
1.00235,17.653429746627808,1,0.0,0.0,-0.0,17.1581,-0.0,0.0,110.66719579696655,0.0,2.84247,17.899390697479248,0.0,20,0.0
