Entropy,MeanKL,MaxReturn,Time,TotalExecTime,MaxKL,Perplexity,LossAfter,NumTrajs,LossBefore,MinReturn,ItrTime,AverageReturn,AveragePolicyStd,StdReturn,ExplainedVariance
2.73374,0.203204,13900.0,9.84170651435852,9.734545469284058,4.37494,15.3903,-0.0394851,20,0.0116736,0.0,9.841712474822998,6235.0,0.949513,3967.52756764,0.528836160876
2.74541,0.0376338,21500.0,19.960627794265747,9.96041488647461,0.237121,15.571,-0.0148067,20,0.00503685,3900.0,10.114166021347046,18585.0,0.955256,4291.41876307,0.89027349871
2.74793,0.0944222,23000.0,29.718610525131226,9.699878215789795,1.54956,15.6103,-0.0305211,20,-0.00707363,0.0,9.755188941955566,17530.0,0.956372,6343.66613245,0.875320624885
2.74439,0.0141435,22000.0,39.425605058670044,9.61783504486084,0.0502208,15.5552,0.0038762,20,0.00880179,0.0,9.694972276687622,15280.0,0.954646,7895.54304655,0.855623551604
2.74879,0.00476737,21800.0,49.858938217163086,10.341249942779541,0.0959079,15.6238,-0.00374381,20,0.000771679,200.0,10.4125394821167,16965.0,0.956891,7159.7678035,0.867657217056
2.74918,0.0135218,22000.0,60.51021909713745,10.568963050842285,0.0902825,15.6298,-0.014377,20,-0.00478723,0.0,10.638838291168213,12510.0,0.95713,8150.14723793,0.675882842785
2.74679,0.0342352,21700.0,71.5065233707428,10.914257526397705,0.186827,15.5924,-0.025994,20,-0.0131041,0.0,10.990782022476196,18405.0,0.956111,5179.52459208,0.892701749928
