AverageReturn,MaxReturn,LossAfter,StdReturn,Perplexity,MeanKL,Time,MinReturn,ItrTime,ExplainedVariance,TotalExecTime,AveragePolicyStd,LossBefore,MaxKL,NumTrajs,Entropy
1800.0,3000.0,-0.2949,760.26311235,16.3558,2.36412,7.118262052536011,200.0,7.118269920349121,0.458379824671,7.03591513633728,0.982009,0.0168996,381.978,40,2.79458
2910.0,7200.0,-0.0456881,2673.18162496,16.6346,0.0777973,14.68572998046875,0.0,7.559350252151489,0.613659630458,7.4850451946258545,0.990175,0.000383124,0.815193,40,2.81148
4325.0,7800.0,-0.0438618,2290.60581506,16.6378,0.0666265,21.6430983543396,0.0,6.94696307182312,0.672009561906,6.896860599517822,0.989822,-0.0136862,2.51039,40,2.81167
4505.0,7600.0,-0.0244143,2277.71266845,16.5243,0.0704625,28.801846742630005,0.0,7.151585578918457,0.67610018337,7.098326206207275,0.986471,0.00266749,18.1493,40,2.80483
5062.5,7400.0,-0.0341871,2072.03854935,16.5463,0.0396633,35.90360355377197,400.0,7.0980119705200195,0.707853429235,7.036259651184082,0.986966,-0.0121582,1.81608,40,2.80616
5902.5,7300.0,-0.0888806,1594.75507524,16.4461,0.115985,43.31411600112915,700.0,7.402763605117798,0.803627403719,7.320316314697266,0.98416,-0.049081,39.5011,40,2.80009
6250.0,8100.0,-0.0653695,2448.57101184,16.0474,0.0947477,50.75773739814758,200.0,7.4362263679504395,0.754812621976,7.362310886383057,0.972384,-0.0277677,3.3283,40,2.77555
