LossBefore,NumTrajs,StdReturn,MaxReturn,MeanKL,Entropy,TotalExecTime,ExplainedVariance,Perplexity,LossAfter,AverageReturn,Time,MinReturn,MaxKL,ItrTime,AveragePolicyStd
-0.0106367,40,63.9824194603,400.0,0.453225,2.57184,4.449245452880859,0.0235606961016,13.0899,-0.068178,12.5,4.521382808685303,0.0,18.4146,4.5213844776153564,0.876188
-0.00224586,40,346.554469023,1300.0,0.11132,2.5612,4.2250659465789795,0.157877631648,12.9514,-0.0393159,320.0,8.820038318634033,0.0,1.75706,4.2943785190582275,0.871839
-0.000643175,40,536.603904198,2400.0,0.123162,2.56008,4.5945048332214355,0.38111857221,12.9368,-0.0448102,1117.5,13.448546886444092,200.0,4.39096,4.622004747390747,0.871804
-0.0407579,40,678.214567818,3300.0,0.0837475,2.55976,4.881905794143677,0.553912914158,12.9327,-0.0699894,2155.0,18.368552684783936,0.0,12.2553,4.914767503738403,0.871783
-0.0163648,40,1231.96743058,5200.0,0.128217,2.53938,4.719763278961182,0.48314466949,12.6718,-0.0454288,2902.5,23.112953901290894,300.0,24.1712,4.740755558013916,0.863148
-0.00347509,40,1741.40029861,5500.0,0.0267122,2.5312,4.73945689201355,0.496228147456,12.5685,-0.0230151,2255.0,27.90325140953064,0.0,0.758679,4.787304878234863,0.859474
0.00443982,40,1148.25955254,6300.0,0.0531087,2.52946,4.662344217300415,0.540034802486,12.5467,-0.0180384,3350.0,32.60487604141235,1400.0,5.88028,4.693229675292969,0.858307
