MaxKL,MeanKL,Time,AveragePolicyStd,Entropy,ItrTime,MaxReturn,StdReturn,MinReturn,LossAfter,ExplainedVariance,Perplexity,AverageReturn,LossBefore,NumTrajs,TotalExecTime
1.00387,0.0761287,33.51144623756409,0.870797,2.5608,33.5114483833313,600.0,73.4846922835,300.0,-0.0144503,0.875299665542,12.9461,360.0,0.00491289,20,33.18598031997681
0.240524,0.0381346,68.3212742805481,0.872928,2.56571,34.80427289009094,600.0,67.8232998313,400.0,-0.0169272,0.908540395051,13.0099,520.0,-0.01472,20,34.56218385696411
0.121514,0.0121078,100.87299680709839,0.869689,2.55835,32.54095268249512,800.0,89.4427191,500.0,-0.0131988,0.890039019408,12.9145,600.0,-0.010755,20,32.30975794792175
0.349728,0.045951,136.86388087272644,0.867373,2.55297,35.9695770740509,900.0,96.9535971483,500.0,-0.00684619,0.893202441078,12.8452,660.0,-0.00235111,20,35.805508852005005
0.239691,0.0364699,170.109543800354,0.86688,2.5518,33.19396233558655,1100.0,105.356537529,700.0,-0.00397861,0.893567227905,12.8301,870.0,0.00145289,20,32.8946053981781
0.0814162,0.0166527,204.84953784942627,0.86716,2.55252,34.73089289665222,1300.0,138.202749611,600.0,0.00050538,0.886608136126,12.8395,930.0,0.0033197,20,34.43087124824524
0.2719,0.0713537,237.41490387916565,0.867855,2.55418,32.54991555213928,1300.0,130.0,700.0,-0.0149234,0.888993723068,12.8608,1010.0,-0.0083406,20,32.38312029838562
