MeanKL,AveragePolicyStd,Time,MinReturn,StdReturn,LossAfter,Entropy,ExplainedVariance,ItrTime,LossBefore,AverageReturn,MaxKL,Perplexity,NumTrajs,MaxReturn,TotalExecTime
0.298977,0.982009,6.741925239562988,0.0,966.061592239,-0.0820482,2.79458,0.392321496178,6.741931915283203,-0.0307169,765.0,68.1564,16.3558,40,4200.0,6.638251304626465
0.102709,0.967351,13.487713098526001,0.0,1171.30002561,-0.0501655,2.76387,0.451187419596,6.741602182388306,-0.0105139,1257.5,3.71816,15.861,40,3700.0,6.6425230503082275
0.136113,0.964936,19.947139263153076,0.0,1134.89812318,-0.027512,2.75861,0.393591093899,6.454191446304321,0.00778905,1452.5,5.6321,15.7779,40,4300.0,6.38467812538147
0.0151724,0.96695,27.3414568901062,0.0,1684.33777788,-0.000724163,2.7625,0.445524751134,7.380025863647461,0.0153209,1327.5,0.604935,15.8395,40,5300.0,7.335912704467773
0.0380975,0.970447,34.07435750961304,0.0,1566.39514491,-0.0272493,2.77016,0.490386465428,6.717514753341675,-0.00765072,1687.5,0.921643,15.9613,40,4700.0,6.571686744689941
0.0872679,0.967745,40.61977291107178,0.0,1559.78964928,-0.036706,2.76634,0.498241709009,6.5417280197143555,-0.00304896,1417.5,1.03483,15.9003,40,4600.0,6.478067636489868
0.0656764,0.967024,47.34796857833862,0.0,1494.23684535,-0.0220578,2.76481,0.483563580681,6.725391626358032,0.00304121,2077.5,3.09917,15.8761,40,4900.0,6.642093181610107
