MaxKL,NumTrajs,ExplainedVariance,Perplexity,AveragePolicyStd,MeanKL,LossAfter,MinReturn,TotalExecTime,Entropy,ItrTime,StdReturn,LossBefore,MaxReturn,AverageReturn,Time
13998.2,20,0.17037880039,17.0795,1.0,231.514,20.1027,0.0,15.261009216308594,2.83788,15.528515338897705,65.3834841531,0.00029964,300.0,15.0,15.52850890159607
0.0,20,1,17.0846,1.00015,0.0,-0.0,0.0,16.011436939239502,2.83818,16.263460159301758,0.0,-0.0,0.0,0.0,31.81792187690735
0.559073,20,0.160529433018,17.0846,1.00015,0.00286161,0.0224707,0.0,12.195735692977905,2.83818,12.497617244720459,130.766968306,0.0263533,600.0,30.0,44.31852912902832
0.0,20,1,17.3112,1.00677,0.0,-0.0,0.0,14.904999256134033,2.85135,14.967712640762329,0.0,-0.0,0.0,0.0,59.30087971687317
0.085574,20,0.0809358545568,17.3112,1.00677,0.00208303,0.00766207,0.0,15.942023515701294,2.85135,16.09199810028076,87.1779788708,0.0106075,400.0,20.0,75.40139269828796
1.80659,20,0.132168117631,17.4032,1.00943,0.0139557,-0.0167138,0.0,14.93135952949524,2.85666,14.97704291343689,305.941170816,-0.00668694,1400.0,80.0,90.38455080986023
997.647,20,0.0931397346009,17.3452,1.00775,21.583,-3.10689,0.0,14.813206911087036,2.85331,14.884865283966064,135.922772191,-0.0138455,500.0,45.0,105.30309391021729
