LossAfter,ItrTime,ExplainedVariance,AveragePolicyStd,Time,StdReturn,MinReturn,LossBefore,TotalExecTime,Perplexity,MeanKL,MaxKL,NumTrajs,MaxReturn,Entropy,AverageReturn
-0.0,23.12187099456787,1,0.870797,23.121864557266235,0.0,0.0,-0.0,23.020307302474976,12.9461,0.0,0.0,20,0.0,2.5608,0.0
-0.0,24.92777180671692,1,0.870797,48.05310010910034,0.0,0.0,-0.0,24.706528663635254,12.9461,0.0,0.0,20,0.0,2.5608,0.0
-0.0,23.601138591766357,1,0.870797,71.65774416923523,0.0,0.0,-0.0,23.553991317749023,12.9461,0.0,0.0,20,0.0,2.5608,0.0
-0.0,26.149769067764282,1,0.870797,97.81742715835571,0.0,0.0,-0.0,26.105183124542236,12.9461,0.0,0.0,20,0.0,2.5608,0.0
-0.0,24.35890007019043,1,0.870797,122.18364548683167,0.0,0.0,-0.0,24.202386379241943,12.9461,0.0,0.0,20,0.0,2.5608,0.0
-0.0,26.64857506752014,1,0.870797,148.8504238128662,0.0,0.0,-0.0,26.525541067123413,12.9461,0.0,0.0,20,0.0,2.5608,0.0
-0.0,23.702735900878906,1,0.870797,172.5754566192627,0.0,0.0,-0.0,23.658819437026978,12.9461,0.0,0.0,20,0.0,2.5608,0.0
