LossBefore,MaxKL,MinReturn,ExplainedVariance,MeanKL,AveragePolicyStd,Perplexity,NumTrajs,MaxReturn,StdReturn,Time,Entropy,AverageReturn,ItrTime,TotalExecTime,LossAfter
0.000138791,0.473017,9800.0,0.847787406115,0.0974498,0.949513,15.3903,20,21000.0,2916.0375512,6.917375802993774,2.73374,17065.0,6.917378664016724,6.829451084136963,-0.0203242
-0.0271892,0.558494,0.0,0.622583283549,0.139925,0.949611,15.3924,20,19900.0,5077.88341733,13.450134515762329,2.73388,13010.0,6.529240131378174,6.426807880401611,-0.0645921
0.0323274,0.328059,0.0,0.818322485225,0.064702,0.943095,15.1846,20,22800.0,5848.18561607,20.06346893310547,2.72028,15985.0,6.609887599945068,6.556922435760498,0.00681305
-0.00409462,0.188925,12800.0,0.859077952182,0.0236825,0.950756,15.432,20,21900.0,2587.52294676,26.55221939086914,2.73645,18315.0,6.48009181022644,6.439025402069092,-0.0152643
-0.030515,0.0570729,9900.0,0.862282875872,0.0142319,0.949679,15.4005,20,22500.0,3261.36474501,32.746323347091675,2.7344,18150.0,6.179660081863403,6.1112282276153564,-0.0380621
-0.0130965,0.184063,0.0,0.856590852599,0.0337221,0.942499,15.1673,20,22900.0,6390.07824678,39.31440353393555,2.71914,17270.0,6.557909965515137,6.513743877410889,-0.0240527
-0.00672032,0.739985,0.0,0.856314885065,0.160635,0.939329,15.0683,20,23300.0,5163.41698878,47.48492884635925,2.71259,18325.0,8.16417932510376,8.087172985076904,-0.0574778
